date,year,month,int,oel,cot,mis,ora,rap
1988-08-15,1988,8,0,0,0,0,0,13
1988-08-14,1988,8,0,0,0,0,0,0
1988-08-13,1988,8,0,3,51,38,0,0
1988-08-12,1988,8,15,0,0,36,0,0
1988-08-11,1988,8,0,0,0,53,0,0
1988-08-10,1988,8,0,0,0,0,0,0
1988-08-09,1988,8,0,0,0,0,53,0
1988-08-08,1988,8,0,0,0,0,0,51
1988-08-07,1988,8,0,0,0,0,0,0
1988-08-06,1988,8,0,0,0,0,0,0
1988-08-05,1988,8,0,0,71,0,33,0
1988-08-04,1988,8,157,107,150,107,249,142
1988-08-03,1988,8,79,119,3,0,51,241
1988-08-02,1988,8,0,5,0,0,0,0
1988-08-01,1988,8,0,15,0,0,0,53
1988-07-31,1988,7,0,0,0,0,0,0
1988-07-30,1988,7,0,0,0,0,0,0
1988-07-29,1988,7,0,0,0,0,0,0
1988-07-28,1988,7,0,0,0,0,0,0
1988-07-27,1988,7,0,0,0,0,0,0
1988-07-26,1988,7,0,0,0,0,0,0
1988-07-25,1988,7,0,0,0,0,0,0
1988-07-24,1988,7,0,0,0,0,0,0
1988-07-23,1988,7,0,0,0,0,0,0
1988-07-22,1988,7,0,0,0,0,0,0
1988-07-21,1988,7,0,0,0,0,0,0
1988-07-20,1988,7,0,0,0,0,0,0
1988-07-19,1988,7,86,30,13,58,76,0
1988-07-18,1988,7,572,0,0,0,130,43
1988-07-17,1988,7,0,0,0,109,10,0
1988-07-16,1988,7,0,0,0,0,0,0
1988-07-15,1988,7,0,0,0,0,0,0
1988-07-14,1988,7,0,0,0,0,0,10
1988-07-13,1988,7,0,0,0,0,0,0
1988-07-12,1988,7,0,0,0,84,0,0
1988-07-11,1988,7,0,0,18,132,0,15
1988-07-10,1988,7,38,5,0,33,0,13
1988-07-09,1988,7,43,41,0,25,46,15
1988-07-08,1988,7,0,0,0,0,0,0
1988-07-07,1988,7,0,0,0,0,0,0
1988-07-06,1988,7,0,0,0,0,0,0
1988-07-05,1988,7,0,0,0,0,0,0
1988-07-04,1988,7,0,0,0,0,0,0
1988-07-03,1988,7,0,0,0,0,0,0
1988-07-02,1988,7,0,0,0,3,0,0
1988-07-01,1988,7,0,0,366,277,0,0
1988-06-30,1988,6,38,394,338,554,20,28
1988-06-29,1988,6,64,3,0,0,0,58
1988-06-28,1988,6,0,0,0,0,0,0
1988-06-27,1988,6,0,0,0,0,0,0
1988-06-26,1988,6,0,0,0,0,0,0
1988-06-25,1988,6,0,0,66,0,0,0
1988-06-24,1988,6,10,30,0,0,0,0
1988-06-23,1988,6,46,8,0,0,358,43
1988-06-22,1988,6,0,0,0,0,0,97
1988-06-21,1988,6,0,0,0,0,0,0
1988-06-20,1988,6,0,0,0,0,0,0
1988-06-19,1988,6,0,0,0,0,0,0
1988-06-18,1988,6,0,0,0,0,0,0
1988-06-17,1988,6,30,8,8,91,0,0
1988-06-16,1988,6,0,0,0,0,0,3
1988-06-15,1988,6,0,0,0,0,10,0
1988-06-14,1988,6,0,290,605,173,48,0
1988-06-13,1988,6,394,3,0,130,170,20
1988-06-12,1988,6,0,8,23,0,0,8
1988-06-11,1988,6,0,0,0,0,0,20
1988-06-10,1988,6,0,0,0,0,0,0
1988-06-09,1988,6,0,0,0,0,0,0
1988-06-08,1988,6,0,0,0,0,0,0
1988-06-07,1988,6,0,0,0,0,0,0
1988-06-06,1988,6,0,0,0,0,0,0
1988-06-05,1988,6,0,0,0,0,0,0
1988-06-04,1988,6,0,0,0,0,0,0
1988-06-03,1988,6,0,0,0,0,0,0
1988-06-02,1988,6,0,0,0,0,5,0
1988-06-01,1988,6,8,3,0,0,0,0
1988-05-31,1988,5,69,0,0,0,86,8
1988-05-30,1988,5,0,0,0,0,0,3
1988-05-29,1988,5,0,0,0,0,0,0
1988-05-28,1988,5,25,0,18,0,0,0
1988-05-27,1988,5,0,0,0,0,0,5
1988-05-26,1988,5,0,0,0,0,43,0
1988-05-25,1988,5,0,0,0,0,0,10
1988-05-24,1988,5,0,0,0,0,0,0
1988-05-23,1988,5,0,10,0,58,0,0
1988-05-22,1988,5,0,0,8,58,0,0
1988-05-21,1988,5,10,5,104,213,66,0
1988-05-20,1988,5,297,389,328,155,262,66
1988-05-19,1988,5,234,117,20,124,38,122
1988-05-18,1988,5,10,8,0,0,25,13
1988-05-17,1988,5,0,0,0,0,0,0
1988-05-16,1988,5,0,0,0,0,0,0
1988-05-15,1988,5,0,0,0,0,0,0
1988-05-14,1988,5,0,0,0,0,0,0
1988-05-13,1988,5,0,0,0,0,0,0
1988-05-12,1988,5,0,0,0,0,0,0
1988-05-11,1988,5,0,0,0,0,0,0
1988-05-10,1988,5,0,0,0,0,0,0
1988-05-09,1988,5,0,5,5,76,0,0
1988-05-08,1988,5,30,46,15,0,0,89
1988-05-07,1988,5,30,74,30,84,0,8
1988-05-06,1988,5,0,0,0,0,0,30
1988-05-05,1988,5,0,0,0,0,0,0
1988-05-04,1988,5,0,0,0,13,0,0
1988-05-03,1988,5,0,8,3,343,48,0
1988-05-02,1988,5,229,241,216,66,345,0
1988-05-01,1988,5,140,0,0,0,0,472
1988-04-30,1988,4,0,0,0,0,0,0
1988-04-29,1988,4,0,0,0,0,0,0
1988-04-28,1988,4,0,0,0,0,0,0
1988-04-27,1988,4,0,0,0,0,0,0
1988-04-26,1988,4,38,48,104,203,51,0
1988-04-25,1988,4,0,0,0,0,0,94
1988-04-24,1988,4,0,0,0,0,0,0
1988-04-23,1988,4,0,8,43,61,15,0
1988-04-22,1988,4,107,53,0,58,132,43
1988-04-21,1988,4,0,0,0,0,0,3
1988-04-20,1988,4,0,0,0,0,0,3
1988-04-19,1988,4,0,0,0,0,0,0
1988-04-18,1988,4,0,0,0,0,0,0
1988-04-17,1988,4,0,0,0,0,0,0
1988-04-16,1988,4,0,0,0,0,0,0
1988-04-15,1988,4,0,0,0,0,0,0
1988-04-14,1988,4,0,0,0,0,0,0
1988-04-13,1988,4,0,0,0,0,0,0
1988-04-12,1988,4,0,0,0,0,0,0
1988-04-10,1988,4,0,0,0,0,0,0
1988-04-09,1988,4,0,0,0,0,0,0
1988-04-08,1988,4,0,0,0,0,0,0
1988-04-07,1988,4,0,0,0,0,0,0
1988-04-06,1988,4,0,0,0,0,0,0
1988-04-05,1988,4,0,0,10,36,0,0
1988-04-04,1988,4,0,0,0,0,0,10
1988-04-03,1988,4,0,0,0,69,0,0
1988-04-02,1988,4,0,0,0,0,0,0
1988-04-01,1988,4,0,0,0,0,0,0
1988-03-31,1988,3,0,0,0,0,0,0
1988-03-30,1988,3,0,0,0,0,0,0
1988-03-29,1988,3,0,0,0,0,0,0
1988-03-28,1988,3,0,0,0,0,0,0
1988-03-27,1988,3,0,0,0,0,0,0
1988-03-26,1988,3,0,0,5,0,0,0
1988-03-25,1988,3,0,0,0,0,0,0
1988-03-24,1988,3,0,0,0,0,0,0
1988-03-23,1988,3,0,0,0,0,0,0
1988-03-22,1988,3,0,0,0,0,0,0
1988-03-21,1988,3,0,0,0,0,0,0
1988-03-20,1988,3,0,0,0,0,0,0
1988-03-19,1988,3,0,0,0,0,0,0
1988-03-18,1988,3,0,0,0,0,0,0
1988-03-17,1988,3,0,0,0,0,10,5
1988-03-16,1988,3,0,0,0,0,0,3
1988-03-15,1988,3,0,0,0,0,0,0
1988-03-14,1988,3,0,0,0,0,0,0
1988-03-13,1988,3,0,0,0,0,0,0
1988-03-12,1988,3,0,13,74,211,0,10
1988-03-11,1988,3,51,51,132,0,20,76
1988-03-10,1988,3,0,0,0,0,0,38
1988-03-09,1988,3,0,0,0,0,0,0
1988-03-08,1988,3,0,13,18,135,0,0
1988-03-07,1988,3,0,0,0,0,0,0
1988-03-06,1988,3,0,0,0,0,0,0
1988-03-05,1988,3,0,0,0,0,0,0
1988-03-04,1988,3,0,0,0,0,0,0
1988-03-03,1988,3,0,0,0,0,0,0
1988-03-02,1988,3,0,0,0,0,3,0
1988-03-01,1988,3,0,0,0,0,0,0
1988-02-29,1988,2,0,0,0,0,0,0
1988-02-28,1988,2,0,0,0,0,0,0
1988-02-27,1988,2,0,0,0,0,0,0
1988-02-26,1988,2,0,0,0,0,0,0
1988-02-25,1988,2,0,0,0,0,0,0
1988-02-24,1988,2,0,0,0,0,0,0
1988-02-23,1988,2,0,0,0,0,0,0
1988-02-22,1988,2,0,0,0,0,0,3
1988-02-20,1988,2,0,178,102,41,0,33
1988-02-16,1988,2,0,43,51,51,30,0
1988-02-14,1988,2,0,0,0,0,0,0
1988-02-13,1988,2,0,0,0,0,0,0
1988-02-12,1988,2,0,0,0,0,0,5
1988-02-11,1988,2,0,0,0,0,0,0
1988-02-09,1988,2,0,3,0,0,0,5
1988-02-08,1988,2,0,0,0,0,0,0
1988-02-07,1988,2,0,0,0,0,0,0
1988-02-06,1988,2,0,0,0,0,0,0
1988-02-04,1988,2,0,0,0,0,0,3
1988-02-03,1988,2,0,0,0,0,0,0
1988-02-02,1988,2,0,0,0,0,0,0
1988-02-01,1988,2,13,36,15,15,23,0
1988-01-31,1988,1,23,10,25,0,23,3
1988-01-30,1988,1,0,0,0,0,0,10
1988-01-29,1988,1,0,0,0,0,0,0
1988-01-28,1988,1,0,0,0,0,0,0
1988-01-27,1988,1,0,0,0,0,0,0
1988-01-26,1988,1,0,3,13,10,0,0
1988-01-25,1988,1,0,10,0,0,0,18
1988-01-24,1988,1,0,0,0,18,0,0
1988-01-23,1988,1,0,0,0,0,0,3
1988-01-22,1988,1,0,0,0,0,0,0
1988-01-21,1988,1,0,0,0,0,0,0
1988-01-20,1988,1,0,0,0,28,0,0
1988-01-19,1988,1,0,36,36,117,0,0
1988-01-18,1988,1,5,0,0,0,0,0
1988-01-17,1988,1,0,0,0,0,0,0
1988-01-16,1988,1,0,0,0,0,0,0
1988-01-15,1988,1,0,0,0,0,0,0
1988-01-14,1988,1,0,0,0,0,0,0
1988-01-13,1988,1,0,0,0,0,0,0
1988-01-12,1988,1,0,0,,0,0,3
1988-01-11,1988,1,0,0,0,0,0,3
1988-01-10,1988,1,0,0,0,0,0,0
1988-01-09,1988,1,0,0,10,0,13,0
1988-01-08,1988,1,51,8,0,0,0,5
1988-01-07,1988,1,0,0,0,0,0,0
1988-01-06,1988,1,0,0,0,0,0,0
1988-01-05,1988,1,0,0,0,0,0,0
1988-01-04,1988,1,0,0,0,0,0,0
1988-01-03,1988,1,0,0,0,0,0,0
1988-01-02,1988,1,0,0,0,0,0,0
1988-01-01,1988,1,0,0,0,0,5,0
1987-12-31,1987,12,0,0,0,51,5,0
1987-12-30,1987,12,0,0,0,0,5,0
1987-12-29,1987,12,0,0,0,0,0,0
1987-12-28,1987,12,0,23,112,43,0,0
1987-12-27,1987,12,36,97,0,277,0,61
1987-12-26,1987,12,0,0,0,0,43,0
1987-12-25,1987,12,0,0,0,0,0,0
1987-12-24,1987,12,0,0,0,74,0,0
1987-12-23,1987,12,25,0,0,13,36,3
1987-12-22,1987,12,15,0,0,0,0,15
1987-12-21,1987,12,0,0,0,0,0,0
1987-12-20,1987,12,8,0,0,0,0,0
1987-12-19,1987,12,0,0,0,36,0,0
1987-12-18,1987,12,0,0,0,0,0,0
1987-12-17,1987,12,0,0,0,0,0,0
1987-12-16,1987,12,0,0,0,0,0,0
1987-12-15,1987,12,0,0,0,0,0,0
1987-12-14,1987,12,0,0,0,0,0,0
1987-12-13,1987,12,0,0,0,0,0,0
1987-12-12,1987,12,0,0,0,0,0,0
1987-12-11,1987,12,0,0,0,0,0,0
1987-12-10,1987,12,0,0,0,0,0,0
1987-12-09,1987,12,0,0,0,0,0,0
1987-12-08,1987,12,76,0,0,0,36,0
1987-12-07,1987,12,0,0,0,0,0,0
1987-12-06,1987,12,0,0,0,0,0,0
1987-12-05,1987,12,0,0,0,0,0,0
1987-12-04,1987,12,0,0,0,0,0,0
1987-12-03,1987,12,0,0,0,0,0,0
1987-12-02,1987,12,0,0,0,0,0,0
1987-12-01,1987,12,0,0,0,0,0,0
1987-11-30,1987,11,0,0,0,0,0,0
1987-11-29,1987,11,0,0,0,0,0,0
1987-11-28,1987,11,0,0,0,0,0,0
1987-11-27,1987,11,0,0,0,0,0,0
1987-11-26,1987,11,0,0,0,0,0,0
1987-11-25,1987,11,0,0,0,0,0,0
1987-11-24,1987,11,0,0,0,0,0,0
1987-11-23,1987,11,0,0,0,0,0,0
1987-11-22,1987,11,0,0,0,0,0,0
1987-11-21,1987,11,0,0,0,0,0,0
1987-11-20,1987,11,0,0,0,0,0,0
1987-11-19,1987,11,0,0,0,0,0,0
1987-11-18,1987,11,0,0,0,0,0,0
1987-11-17,1987,11,0,0,0,0,0,0
1987-11-16,1987,11,38,0,0,86,0,0
1987-11-15,1987,11,5,3,0,91,0,0
1987-11-14,1987,11,0,0,0,0,0,15
1987-11-13,1987,11,5,0,0,0,13,0
1987-11-12,1987,11,0,0,0,0,0,0
1987-11-11,1987,11,0,0,0,0,0,0
1987-11-10,1987,11,0,0,0,0,0,0
1987-11-09,1987,11,0,0,0,0,0,0
1987-11-08,1987,11,0,0,0,124,0,0
1987-11-07,1987,11,18,3,0,0,18,0
1987-11-06,1987,11,0,0,0,0,0,0
1987-11-05,1987,11,0,0,0,0,0,0
1987-11-04,1987,11,0,0,0,0,0,0
1987-11-03,1987,11,18,0,51,241,89,3
1987-11-02,1987,11,81,8,0,0,0,58
1987-11-01,1987,11,0,0,0,0,0,0
1987-10-31,1987,10,0,0,0,0,0,0
1987-10-30,1987,10,0,0,0,0,0,0
1987-10-29,1987,10,0,0,0,0,0,0
1987-10-28,1987,10,0,0,0,0,0,0
1987-10-27,1987,10,0,0,0,0,0,0
1987-10-26,1987,10,0,0,0,0,0,0
1987-10-25,1987,10,0,0,0,0,0,0
1987-10-24,1987,10,0,0,0,0,0,0
1987-10-23,1987,10,0,0,0,0,0,0
1987-10-22,1987,10,0,0,0,0,0,0
1987-10-21,1987,10,0,0,0,0,0,0
1987-10-20,1987,10,0,0,0,0,0,0
1987-10-19,1987,10,43,5,0,13,18,0
1987-10-18,1987,10,0,13,0,0,0,25
1987-10-17,1987,10,0,0,0,0,0,0
1987-10-16,1987,10,18,5,20,0,25,0
1987-10-15,1987,10,0,18,0,142,20,3
1987-10-14,1987,10,56,76,48,0,10,18
1987-10-13,1987,10,0,0,0,0,0,0
1987-10-12,1987,10,0,0,0,0,0,0
1987-10-11,1987,10,0,0,0,0,0,0
1987-10-10,1987,10,0,0,0,99,56,0
1987-10-09,1987,10,28,33,0,0,0,20
1987-10-08,1987,10,0,0,0,0,0,0
1987-10-07,1987,10,0,0,0,0,0,0
1987-10-06,1987,10,0,0,0,0,0,0
1987-10-05,1987,10,0,0,0,0,0,0
1987-10-04,1987,10,0,0,0,0,0,0
1987-10-03,1987,10,0,0,0,0,0,0
1987-10-02,1987,10,0,0,0,0,0,0
1987-10-01,1987,10,0,0,0,0,0,0
1987-09-30,1987,9,0,0,0,0,0,0
1987-09-29,1987,9,0,0,0,0,0,0
1987-09-28,1987,9,0,0,0,0,0,0
1987-09-27,1987,9,0,0,0,0,0,0
1987-09-26,1987,9,0,0,0,0,0,0
1987-09-25,1987,9,0,0,0,0,0,0
1987-09-24,1987,9,0,0,0,0,0,0
1987-09-23,1987,9,0,0,0,0,0,0
1987-09-22,1987,9,0,0,0,0,0,0
1987-09-21,1987,9,0,0,0,0,0,0
1987-09-20,1987,9,0,0,0,0,0,0
1987-09-19,1987,9,0,0,0,0,0,0
1987-09-18,1987,9,0,0,0,0,0,0
1987-09-17,1987,9,25,5,0,0,23,18
1987-09-16,1987,9,0,38,25,91,3,0
1987-09-15,1987,9,0,15,0,8,0,3
1987-09-14,1987,9,0,0,0,0,0,0
1987-09-13,1987,9,0,0,0,0,0,0
1987-09-12,1987,9,0,0,0,5,0,0
1987-09-11,1987,9,0,23,10,0,0,23
1987-09-10,1987,9,0,0,0,0,0,0
1987-09-09,1987,9,38,0,0,25,33,0
1987-09-08,1987,9,61,0,61,66,84,3
1987-09-07,1987,9,0,23,0,0,43,89
1987-09-06,1987,9,0,0,0,0,0,0
1987-09-05,1987,9,10,0,0,0,41,0
1987-09-04,1987,9,53,0,0,0,0,38
1987-09-03,1987,9,0,0,0,0,0,0
1987-09-02,1987,9,0,0,0,0,0,0
1987-09-01,1987,9,0,0,0,0,0,0
1987-08-31,1987,8,0,0,0,0,0,0
1987-08-30,1987,8,0,0,0,0,0,0
1987-08-29,1987,8,0,0,0,0,0,0
1987-08-28,1987,8,0,0,0,0,0,0
1987-08-27,1987,8,0,8,10,0,99,5
1987-08-26,1987,8,5,20,15,0,0,48
1987-08-25,1987,8,18,0,0,56,0,23
1987-08-24,1987,8,0,0,0,0,0,0
1987-08-23,1987,8,0,0,0,0,8,0
1987-08-22,1987,8,86,3,0,0,38,48
1987-08-21,1987,8,0,0,0,0,0,0
1987-08-20,1987,8,0,0,0,0,0,0
1987-08-19,1987,8,0,0,0,0,0,0
1987-08-18,1987,8,0,0,0,0,0,0
1987-08-17,1987,8,0,0,0,0,0,0
1987-08-16,1987,8,8,18,0,76,23,0
1987-08-15,1987,8,66,0,0,0,0,0
1987-08-14,1987,8,28,0,20,8,23,0
1987-08-13,1987,8,0,5,0,0,0,112
1987-08-12,1987,8,0,43,33,132,0,0
1987-08-11,1987,8,0,0,0,0,0,8
1987-08-10,1987,8,0,0,0,0,0,0
1987-08-09,1987,8,0,0,0,0,0,0
1987-08-08,1987,8,0,20,79,38,8,0
1987-08-07,1987,8,51,173,0,0,28,244
1987-08-06,1987,8,0,0,3,0,0,3
1987-08-05,1987,8,0,0,0,0,0,0
1987-08-04,1987,8,0,25,56,38,0,46
1987-08-03,1987,8,0,5,13,351,0,66
1987-08-02,1987,8,0,0,0,0,0,0
1987-08-01,1987,8,0,25,10,10,0,0
1987-07-31,1987,7,0,0,0,0,0,0
1987-07-30,1987,7,0,0,0,0,0,69
1987-07-29,1987,7,0,0,0,0,0,0
1987-07-28,1987,7,0,0,0,0,0,0
1987-07-27,1987,7,0,0,0,0,0,0
1987-07-26,1987,7,0,0,0,0,0,0
1987-07-25,1987,7,0,0,109,457,0,0
1987-07-24,1987,7,71,124,5,25,30,10
1987-07-23,1987,7,5,5,0,0,0,41
1987-07-22,1987,7,0,0,0,0,0,0
1987-07-21,1987,7,0,0,0,0,0,0
1987-07-20,1987,7,0,0,3,0,81,0
1987-07-19,1987,7,0,0,10,0,0,0
1987-07-18,1987,7,0,127,107,81,0,3
1987-07-17,1987,7,0,0,0,0,0,3
1987-07-16,1987,7,0,0,0,0,0,0
1987-07-15,1987,7,0,0,0,0,0,0
1987-07-14,1987,7,0,0,0,0,0,0
1987-07-13,1987,7,0,0,0,0,0,0
1987-07-12,1987,7,0,0,0,0,0,0
1987-07-11,1987,7,8,0,0,554,0,0
1987-07-10,1987,7,0,0,18,36,10,25
1987-07-09,1987,7,0,0,0,36,0,0
1987-07-08,1987,7,0,104,117,0,107,0
1987-07-07,1987,7,0,0,0,23,0,53
1987-07-06,1987,7,0,0,0,0,5,0
1987-07-05,1987,7,0,51,30,0,5,0
1987-07-04,1987,7,69,0,5,0,56,0
1987-07-03,1987,7,0,41,0,0,0,0
1987-07-02,1987,7,0,0,0,0,0,0
1987-07-01,1987,7,0,0,0,0,0,8
1987-06-30,1987,6,0,0,0,0,0,0
1987-06-29,1987,6,13,0,0,0,0,0
1987-06-28,1987,6,0,0,0,0,0,0
1987-06-27,1987,6,0,0,0,0,0,0
1987-06-26,1987,6,0,0,0,0,0,0
1987-06-25,1987,6,0,0,0,0,0,0
1987-06-24,1987,6,20,0,0,13,0,0
1987-06-23,1987,6,0,13,25,46,0,0
1987-06-22,1987,6,0,0,0,0,0,140
1987-06-21,1987,6,0,0,0,0,0,0
1987-06-20,1987,6,0,0,0,0,0,0
1987-06-19,1987,6,0,0,0,13,0,0
1987-06-18,1987,6,290,0,0,0,28,0
1987-06-17,1987,6,0,0,0,107,0,0
1987-06-16,1987,6,0,122,81,0,0,0
1987-06-15,1987,6,0,0,0,0,0,0
1987-06-14,1987,6,0,0,0,0,0,0
1987-06-13,1987,6,0,0,0,0,0,0
1987-06-12,1987,6,0,0,48,0,0,0
1987-06-11,1987,6,58,0,99,0,0,0
1987-06-10,1987,6,13,18,69,38,127,76
1987-06-09,1987,6,69,33,0,46,25,124
1987-06-08,1987,6,28,0,13,0,18,0
1987-06-07,1987,6,0,0,0,0,0,3
1987-06-06,1987,6,0,0,0,0,0,3
1987-06-05,1987,6,0,0,0,0,0,0
1987-06-04,1987,6,0,0,0,0,0,0
1987-06-03,1987,6,0,0,0,0,0,0
1987-06-02,1987,6,0,0,0,0,0,0
1987-06-01,1987,6,0,0,3,0,0,3
1987-05-31,1987,5,0,0,0,0,0,3
1987-05-30,1987,5,0,0,99,76,0,0
1987-05-29,1987,5,5,18,0,0,0,0
1987-05-28,1987,5,0,0,0,91,0,3
1987-05-27,1987,5,38,170,102,0,173,0
1987-05-26,1987,5,107,18,8,145,152,137
1987-05-25,1987,5,114,5,0,0,71,23
1987-05-24,1987,5,0,0,66,84,267,236
1987-05-23,1987,5,0,0,0,0,0,15
1987-05-22,1987,5,0,3,0,0,5,0
1987-05-21,1987,5,56,117,254,81,409,0
1987-05-20,1987,5,559,109,20,38,119,249
1987-05-19,1987,5,0,0,0,0,0,0
1987-05-18,1987,5,0,0,8,0,0,0
1987-05-17,1987,5,10,0,0,0,104,13
1987-05-16,1987,5,8,0,0,0,0,8
1987-05-15,1987,5,0,0,0,0,0,0
1987-05-14,1987,5,0,0,0,0,8,0
1987-05-13,1987,5,0,0,0,0,0,0
1987-05-12,1987,5,0,0,0,0,0,5
1987-05-11,1987,5,0,0,0,0,30,0
1987-05-10,1987,5,0,0,0,0,25,0
1987-05-09,1987,5,0,0,0,0,0,5
1987-05-08,1987,5,0,0,0,0,0,0
1987-05-07,1987,5,0,0,0,0,0,0
1987-05-06,1987,5,0,0,0,0,0,0
1987-05-05,1987,5,0,8,15,0,18,0
1987-05-04,1987,5,66,173,218,282,132,0
1987-05-03,1987,5,135,218,130,152,61,76
1987-05-02,1987,5,0,56,0,0,0,89
1987-05-01,1987,5,0,0,0,0,0,0
1987-04-30,1987,4,0,0,0,0,0,0
1987-04-29,1987,4,0,0,0,0,0,0
1987-04-28,1987,4,0,0,0,0,0,0
1987-04-27,1987,4,0,0,0,0,0,0
1987-04-26,1987,4,0,0,0,0,0,0
1987-04-25,1987,4,0,0,0,0,0,0
1987-04-24,1987,4,0,0,0,0,0,0
1987-04-23,1987,4,0,0,0,0,0,0
1987-04-22,1987,4,0,0,0,0,0,0
1987-04-21,1987,4,0,0,0,0,0,0
1987-04-20,1987,4,0,117,69,0,0,0
1987-04-19,1987,4,0,0,0,0,0,0
1987-04-18,1987,4,0,0,0,0,0,0
1987-04-17,1987,4,0,0,0,0,0,0
1987-04-16,1987,4,0,0,0,0,0,0
1987-04-15,1987,4,0,0,0,0,0,0
1987-04-14,1987,4,0,0,0,3,0,0
1987-04-13,1987,4,0,5,36,150,0,0
1987-04-12,1987,4,0,30,0,0,20,5
1987-04-11,1987,4,0,0,0,0,0,0
1987-04-10,1987,4,0,0,0,13,0,0
1987-04-09,1987,4,0,0,0,0,0,0
1987-04-08,1987,4,0,0,0,0,0,0
1987-04-07,1987,4,0,0,0,0,0,0
1987-04-06,1987,4,0,0,0,0,0,0
1987-04-05,1987,4,0,0,0,0,0,0
1987-04-04,1987,4,0,0,0,0,0,0
1987-04-03,1987,4,0,0,0,0,0,0
1987-04-02,1987,4,0,0,0,0,0,0
1987-04-01,1987,4,0,5,0,0,0,0
1987-03-31,1987,3,0,0,0,0,0,0
1987-03-30,1987,3,0,0,0,0,0,0
1987-03-29,1987,3,0,0,0,0,0,0
1987-03-28,1987,3,0,0,0,0,0,0
1987-03-27,1987,3,0,0,0,0,18,28
1987-03-26,1987,3,0,0,0,0,0,0
1987-03-25,1987,3,28,58,56,140,23,8
1987-03-24,1987,3,28,340,0,79,0,25
1987-03-23,1987,3,0,0,0,20,0,0
1987-03-22,1987,3,0,0,3,0,0,0
1987-03-21,1987,3,81,170,218,155,318,18
1987-03-20,1987,3,173,0,3,0,53,69
1987-03-19,1987,3,0,0,0,18,0,0
1987-03-18,1987,3,15,25,51,86,36,5
1987-03-17,1987,3,13,84,104,104,84,36
1987-03-16,1987,3,64,5,3,0,0,58
1987-03-15,1987,3,0,5,61,0,0,3
1987-03-14,1987,3,140,30,0,0,43,10
1987-03-13,1987,3,0,0,0,0,0,15
1987-03-12,1987,3,0,0,0,0,0,0
1987-03-11,1987,3,0,0,0,0,0,0
1987-03-10,1987,3,0,0,0,0,0,0
1987-03-09,1987,3,46,0,0,0,5,0
1987-03-08,1987,3,0,0,0,0,43,15
1987-03-07,1987,3,0,0,0,0,0,0
1987-03-06,1987,3,0,0,0,0,0,0
1987-03-05,1987,3,0,0,0,0,0,0
1987-03-04,1987,3,0,0,0,0,0,0
1987-03-03,1987,3,0,0,0,0,0,0
1987-03-02,1987,3,0,0,0,0,0,0
1987-03-01,1987,3,0,0,0,0,0,0
1987-02-28,1987,2,23,71,168,99,46,18
1987-02-27,1987,2,76,279,241,104,109,76
1987-02-26,1987,2,38,203,69,71,36,135
1987-02-25,1987,2,38,18,10,25,5,30
1987-02-24,1987,2,20,38,51,20,10,30
1987-02-23,1987,2,0,0,0,0,0,0
1987-02-22,1987,2,0,0,0,0,0,0
1987-02-21,1987,2,0,0,0,0,0,5
1987-02-20,1987,2,0,0,0,0,0,0
1987-02-19,1987,2,0,0,0,0,0,0
1987-02-18,1987,2,0,0,0,0,0,0
1987-02-17,1987,2,0,0,0,0,0,0
1987-02-16,1987,2,0,0,0,0,0,0
1987-02-15,1987,2,56,25,30,18,112,23
1987-02-14,1987,2,38,0,0,0,0,43
1987-02-13,1987,2,0,0,0,0,0,0
1987-02-12,1987,2,0,0,0,0,0,0
1987-02-11,1987,2,0,0,0,0,0,0
1987-02-10,1987,2,0,0,0,0,0,0
1987-02-09,1987,2,0,0,0,0,0,0
1987-02-08,1987,2,0,0,0,0,0,0
1987-02-07,1987,2,0,0,0,0,0,0
1987-02-06,1987,2,0,0,0,0,0,0
1987-02-05,1987,2,0,0,41,5,30,0
1987-02-04,1987,2,89,69,10,0,79,74
1987-02-03,1987,2,0,0,0,0,0,0
1987-02-02,1987,2,0,0,0,0,0,0
1987-02-01,1987,2,0,0,0,0,0,0
1987-01-31,1987,1,0,0,0,0,0,0
1987-01-30,1987,1,0,0,0,0,0,0
1987-01-29,1987,1,0,0,0,0,0,0
1987-01-28,1987,1,0,0,0,0,0,3
1987-01-27,1987,1,0,0,0,0,0,0
1987-01-26,1987,1,0,0,0,0,0,0
1987-01-25,1987,1,0,0,0,0,0,0
1987-01-24,1987,1,0,0,0,0,0,0
1987-01-23,1987,1,0,0,0,0,0,0
1987-01-22,1987,1,0,0,0,0,0,0
1987-01-21,1987,1,0,18,23,5,0,8
1987-01-20,1987,1,0,0,0,0,0,0
1987-01-19,1987,1,0,0,0,0,0,0
1987-01-18,1987,1,0,0,0,0,0,0
1987-01-17,1987,1,0,0,0,0,0,0
1987-01-16,1987,1,0,0,0,0,0,0
1987-01-15,1987,1,0,0,0,0,10,0
1987-01-14,1987,1,0,0,0,0,0,0
1987-01-13,1987,1,0,0,0,0,0,0
1987-01-12,1987,1,0,0,0,0,0,0
1987-01-11,1987,1,0,0,0,0,0,0
1987-01-10,1987,1,0,0,0,0,0,0
1987-01-09,1987,1,0,0,0,0,0,0
1987-01-08,1987,1,0,0,0,0,0,0
1987-01-07,1987,1,0,0,0,0,0,0
1987-01-06,1987,1,0,0,0,8,0,0
1987-01-05,1987,1,0,0,0,0,0,0
1987-01-04,1987,1,0,0,0,0,0,0
