group,sta,date,prcp,yr,Period
OEL>1989,OEL,2017-08-15,198,2017,>1989
ONI>1989,ONI,2017-08-15,1117,2017,>1989
RAP>1989,RAP,2017-08-15,525,2017,>1989
COT>1989,COT,2017-09-15,315,2017,>1989
GOR>1989,GOR,2017-09-15,439,2017,>1989
MIS>1989,MIS,2017-09-15,685,2017,>1989
OEL>1989,OEL,2017-09-15,308,2017,>1989
ONI>1989,ONI,2017-09-15,482,2017,>1989
RAP>1989,RAP,2017-09-15,292,2017,>1989
COT>1989,COT,2017-10-15,247,2017,>1989
GOR>1989,GOR,2017-10-15,292,2017,>1989
MIS>1989,MIS,2017-10-15,224,2017,>1989
OEL>1989,OEL,2017-10-15,190,2017,>1989
ONI>1989,ONI,2017-10-15,241,2017,>1989
RAP>1989,RAP,2017-10-15,147,2017,>1989
COT>1989,COT,2017-11-15,28,2017,>1989
GOR>1989,GOR,2017-11-15,138,2017,>1989
MIS>1989,MIS,2017-11-15,190,2017,>1989
OEL>1989,OEL,2017-11-15,165,2017,>1989
ONI>1989,ONI,2017-11-15,58,2017,>1989
RAP>1989,RAP,2017-11-15,37,2017,>1989
COT>1989,COT,2017-12-15,74,2017,>1989
GOR>1989,GOR,2017-12-15,166,2017,>1989
MIS>1989,MIS,2017-12-15,181,2017,>1989
OEL>1989,OEL,2017-12-15,148,2017,>1989
ONI>1989,ONI,2017-12-15,111,2017,>1989
RAP>1989,RAP,2017-12-15,70,2017,>1989
COT>1989,COT,2018-01-15,86,2018,>1989
GOR>1989,GOR,2018-01-15,130,2018,>1989
MIS>1989,MIS,2018-01-15,179,2018,>1989
OEL>1989,OEL,2018-01-15,133,2018,>1989
ONI>1989,ONI,2018-01-15,0,2018,>1989
RAP>1989,RAP,2018-01-15,43,2018,>1989
COT>1989,COT,2018-02-15,237,2018,>1989
GOR>1989,GOR,2018-02-15,243,2018,>1989
MIS>1989,MIS,2018-02-15,121,2018,>1989
OEL>1989,OEL,2018-02-15,183,2018,>1989
ONI>1989,ONI,2018-02-15,263,2018,>1989
RAP>1989,RAP,2018-02-15,202,2018,>1989
COT>1989,COT,2018-03-15,381,2018,>1989
GOR>1989,GOR,2018-03-15,440,2018,>1989
MIS>1989,MIS,2018-03-15,334,2018,>1989
OEL>1989,OEL,2018-03-15,240,2018,>1989
ONI>1989,ONI,2018-03-15,202,2018,>1989
RAP>1989,RAP,2018-03-15,344,2018,>1989
COT>1989,COT,2018-04-15,537,2018,>1989
GOR>1989,GOR,2018-04-15,600,2018,>1989
MIS>1989,MIS,2018-04-15,524,2018,>1989
OEL>1989,OEL,2018-04-15,319,2018,>1989
ONI>1989,ONI,2018-04-15,506,2018,>1989
RAP>1989,RAP,2018-04-15,434,2018,>1989
COT>1989,COT,2018-05-15,867,2018,>1989
GOR>1989,GOR,2018-05-15,665,2018,>1989
MIS>1989,MIS,2018-05-15,965,2018,>1989
OEL>1989,OEL,2018-05-15,1542,2018,>1989
ONI>1989,ONI,2018-05-15,587,2018,>1989
RAP>1989,RAP,2018-05-15,1026,2018,>1989
COT>1989,COT,2018-06-15,1131,2018,>1989
GOR>1989,GOR,2018-06-15,1358,2018,>1989
MIS>1989,MIS,2018-06-15,1744,2018,>1989
OEL>1989,OEL,2018-06-15,986,2018,>1989
ONI>1989,ONI,2018-06-15,1643,2018,>1989
RAP>1989,RAP,2018-06-15,1540,2018,>1989
COT>1989,COT,2018-07-15,165,2018,>1989
GOR>1989,GOR,2018-07-15,953,2018,>1989
MIS>1989,MIS,2018-07-15,1648,2018,>1989
OEL>1989,OEL,2018-07-15,1102,2018,>1989
ONI>1989,ONI,2018-07-15,426,2018,>1989
RAP>1989,RAP,2018-07-15,1528,2018,>1989
COT>1989,COT,2018-08-15,229,2018,>1989
GOR>1989,GOR,2018-08-15,203,2018,>1989
MIS>1989,MIS,2018-08-15,406,2018,>1989
OEL>1989,OEL,2018-08-15,572,2018,>1989
ONI>1989,ONI,2018-08-15,178,2018,>1989
RAP>1989,RAP,2018-08-15,271,2018,>1989
COT>1989,COT,2018-09-15,247,2018,>1989
GOR>1989,GOR,2018-09-15,395,2018,>1989
MIS>1989,MIS,2018-09-15,484,2018,>1989
OEL>1989,OEL,2018-09-15,302,2018,>1989
ONI>1989,ONI,2018-09-15,583,2018,>1989
RAP>1989,RAP,2018-09-15,496,2018,>1989
