group,sta,date,prcp,yr,Period
MIS>1989,MIS,2003-02-15,143,2003,>1989
OEL>1989,OEL,2003-02-15,56,2003,>1989
ONI>1989,ONI,2003-02-15,287,2003,>1989
RAP>1989,RAP,2003-02-15,58,2003,>1989
COT>1989,COT,2003-03-15,358,2003,>1989
GOR>1989,GOR,2003-03-15,443,2003,>1989
MIS>1989,MIS,2003-03-15,335,2003,>1989
OEL>1989,OEL,2003-03-15,966,2003,>1989
ONI>1989,ONI,2003-03-15,110,2003,>1989
RAP>1989,RAP,2003-03-15,266,2003,>1989
COT>1989,COT,2003-04-15,513,2003,>1989
GOR>1989,GOR,2003-04-15,475,2003,>1989
MIS>1989,MIS,2003-04-15,434,2003,>1989
OEL>1989,OEL,2003-04-15,681,2003,>1989
ONI>1989,ONI,2003-04-15,544,2003,>1989
RAP>1989,RAP,2003-04-15,520,2003,>1989
COT>1989,COT,2003-05-15,407,2003,>1989
GOR>1989,GOR,2003-05-15,795,2003,>1989
MIS>1989,MIS,2003-05-15,559,2003,>1989
OEL>1989,OEL,2003-05-15,542,2003,>1989
ONI>1989,ONI,2003-05-15,1136,2003,>1989
RAP>1989,RAP,2003-05-15,335,2003,>1989
COT>1989,COT,2003-06-15,415,2003,>1989
GOR>1989,GOR,2003-06-15,1529,2003,>1989
MIS>1989,MIS,2003-06-15,742,2003,>1989
OEL>1989,OEL,2003-06-15,1227,2003,>1989
ONI>1989,ONI,2003-06-15,811,2003,>1989
RAP>1989,RAP,2003-06-15,623,2003,>1989
COT>1989,COT,2003-07-15,113,2003,>1989
GOR>1989,GOR,2003-07-15,51,2003,>1989
MIS>1989,MIS,2003-07-15,251,2003,>1989
OEL>1989,OEL,2003-07-15,59,2003,>1989
ONI>1989,ONI,2003-07-15,681,2003,>1989
RAP>1989,RAP,2003-07-15,123,2003,>1989
COT>1989,COT,2003-08-15,67,2003,>1989
GOR>1989,GOR,2003-08-15,364,2003,>1989
MIS>1989,MIS,2003-08-15,147,2003,>1989
OEL>1989,OEL,2003-08-15,210,2003,>1989
ONI>1989,ONI,2003-08-15,166,2003,>1989
RAP>1989,RAP,2003-08-15,120,2003,>1989
COT>1989,COT,2003-09-15,227,2003,>1989
GOR>1989,GOR,2003-09-15,315,2003,>1989
MIS>1989,MIS,2003-09-15,208,2003,>1989
OEL>1989,OEL,2003-09-15,418,2003,>1989
ONI>1989,ONI,2003-09-15,341,2003,>1989
RAP>1989,RAP,2003-09-15,349,2003,>1989
COT>1989,COT,2003-10-15,168,2003,>1989
GOR>1989,GOR,2003-10-15,176,2003,>1989
MIS>1989,MIS,2003-10-15,141,2003,>1989
OEL>1989,OEL,2003-10-15,109,2003,>1989
ONI>1989,ONI,2003-10-15,138,2003,>1989
RAP>1989,RAP,2003-10-15,126,2003,>1989
COT>1989,COT,2003-11-15,168,2003,>1989
GOR>1989,GOR,2003-11-15,188,2003,>1989
MIS>1989,MIS,2003-11-15,170,2003,>1989
OEL>1989,OEL,2003-11-15,163,2003,>1989
ONI>1989,ONI,2003-11-15,219,2003,>1989
RAP>1989,RAP,2003-11-15,128,2003,>1989
COT>1989,COT,2003-12-15,22,2003,>1989
GOR>1989,GOR,2003-12-15,120,2003,>1989
MIS>1989,MIS,2003-12-15,99,2003,>1989
OEL>1989,OEL,2003-12-15,51,2003,>1989
ONI>1989,ONI,2003-12-15,70,2003,>1989
RAP>1989,RAP,2003-12-15,64,2003,>1989
COT>1989,COT,2004-01-15,79,2004,>1989
GOR>1989,GOR,2004-01-15,76,2004,>1989
MIS>1989,MIS,2004-01-15,23,2004,>1989
OEL>1989,OEL,2004-01-15,44,2004,>1989
ONI>1989,ONI,2004-01-15,59,2004,>1989
RAP>1989,RAP,2004-01-15,8,2004,>1989
COT>1989,COT,2004-02-15,29,2004,>1989
GOR>1989,GOR,2004-02-15,51,2004,>1989
MIS>1989,MIS,2004-02-15,76,2004,>1989
OEL>1989,OEL,2004-02-15,130,2004,>1989
ONI>1989,ONI,2004-02-15,127,2004,>1989
RAP>1989,RAP,2004-02-15,238,2004,>1989
COT>1989,COT,2004-03-15,311,2004,>1989
GOR>1989,GOR,2004-03-15,291,2004,>1989
MIS>1989,MIS,2004-03-15,755,2004,>1989
OEL>1989,OEL,2004-03-15,236,2004,>1989
ONI>1989,ONI,2004-03-15,666,2004,>1989
RAP>1989,RAP,2004-03-15,250,2004,>1989
COT>1989,COT,2004-04-15,70,2004,>1989
GOR>1989,GOR,2004-04-15,211,2004,>1989
MIS>1989,MIS,2004-04-15,160,2004,>1989
OEL>1989,OEL,2004-04-15,148,2004,>1989
ONI>1989,ONI,2004-04-15,114,2004,>1989
RAP>1989,RAP,2004-04-15,128,2004,>1989
COT>1989,COT,2004-05-15,420,2004,>1989
GOR>1989,GOR,2004-05-15,532,2004,>1989
MIS>1989,MIS,2004-05-15,1132,2004,>1989
OEL>1989,OEL,2004-05-15,197,2004,>1989
ONI>1989,ONI,2004-05-15,941,2004,>1989
RAP>1989,RAP,2004-05-15,648,2004,>1989
COT>1989,COT,2004-06-15,478,2004,>1989
GOR>1989,GOR,2004-06-15,431,2004,>1989
MIS>1989,MIS,2004-06-15,605,2004,>1989
OEL>1989,OEL,2004-06-15,165,2004,>1989
ONI>1989,ONI,2004-06-15,820,2004,>1989
RAP>1989,RAP,2004-06-15,258,2004,>1989
COT>1989,COT,2004-07-15,328,2004,>1989
GOR>1989,GOR,2004-07-15,783,2004,>1989
MIS>1989,MIS,2004-07-15,561,2004,>1989
OEL>1989,OEL,2004-07-15,426,2004,>1989
ONI>1989,ONI,2004-07-15,691,2004,>1989
RAP>1989,RAP,2004-07-15,753,2004,>1989
COT>1989,COT,2004-08-15,167,2004,>1989
GOR>1989,GOR,2004-08-15,399,2004,>1989
MIS>1989,MIS,2004-08-15,181,2004,>1989
OEL>1989,OEL,2004-08-15,215,2004,>1989
ONI>1989,ONI,2004-08-15,890,2004,>1989
RAP>1989,RAP,2004-08-15,202,2004,>1989
COT>1989,COT,2004-09-15,1005,2004,>1989
GOR>1989,GOR,2004-09-15,796,2004,>1989
MIS>1989,MIS,2004-09-15,724,2004,>1989
OEL>1989,OEL,2004-09-15,734,2004,>1989
ONI>1989,ONI,2004-09-15,855,2004,>1989
RAP>1989,RAP,2004-09-15,518,2004,>1989
COT>1989,COT,2004-10-15,420,2004,>1989
GOR>1989,GOR,2004-10-15,569,2004,>1989
MIS>1989,MIS,2004-10-15,508,2004,>1989
OEL>1989,OEL,2004-10-15,315,2004,>1989
ONI>1989,ONI,2004-10-15,589,2004,>1989
RAP>1989,RAP,2004-10-15,326,2004,>1989
COT>1989,COT,2004-11-15,24,2004,>1989
GOR>1989,GOR,2004-11-15,153,2004,>1989
MIS>1989,MIS,2004-11-15,69,2004,>1989
OEL>1989,OEL,2004-11-15,164,2004,>1989
ONI>1989,ONI,2004-11-15,79,2004,>1989
RAP>1989,RAP,2004-11-15,3,2004,>1989
COT>1989,COT,2004-12-15,11,2004,>1989
GOR>1989,GOR,2004-12-15,13,2004,>1989
MIS>1989,MIS,2004-12-15,0,2004,>1989
OEL>1989,OEL,2004-12-15,6,2004,>1989
ONI>1989,ONI,2004-12-15,33,2004,>1989
RAP>1989,RAP,2004-12-15,16,2004,>1989
COT>1989,COT,2005-01-15,111,2005,>1989
GOR>1989,GOR,2005-01-15,97,2005,>1989
MIS>1989,MIS,2005-01-15,89,2005,>1989
OEL>1989,OEL,2005-01-15,89,2005,>1989
ONI>1989,ONI,2005-01-15,41,2005,>1989
RAP>1989,RAP,2005-01-15,140,2005,>1989
COT>1989,COT,2005-02-15,13,2005,>1989
GOR>1989,GOR,2005-02-15,11,2005,>1989
MIS>1989,MIS,2005-02-15,31,2005,>1989
OEL>1989,OEL,2005-02-15,23,2005,>1989
ONI>1989,ONI,2005-02-15,70,2005,>1989
RAP>1989,RAP,2005-02-15,41,2005,>1989
COT>1989,COT,2005-03-15,285,2005,>1989
GOR>1989,GOR,2005-03-15,247,2005,>1989
MIS>1989,MIS,2005-03-15,329,2005,>1989
OEL>1989,OEL,2005-03-15,143,2005,>1989
ONI>1989,ONI,2005-03-15,120,2005,>1989
RAP>1989,RAP,2005-03-15,280,2005,>1989
COT>1989,COT,2005-04-15,803,2005,>1989
GOR>1989,GOR,2005-04-15,693,2005,>1989
MIS>1989,MIS,2005-04-15,1254,2005,>1989
OEL>1989,OEL,2005-04-15,765,2005,>1989
ONI>1989,ONI,2005-04-15,364,2005,>1989
RAP>1989,RAP,2005-04-15,371,2005,>1989
COT>1989,COT,2005-05-15,1046,2005,>1989
GOR>1989,GOR,2005-05-15,983,2005,>1989
MIS>1989,MIS,2005-05-15,750,2005,>1989
OEL>1989,OEL,2005-05-15,802,2005,>1989
ONI>1989,ONI,2005-05-15,969,2005,>1989
RAP>1989,RAP,2005-05-15,1346,2005,>1989
COT>1989,COT,2005-06-15,638,2005,>1989
GOR>1989,GOR,2005-06-15,1530,2005,>1989
MIS>1989,MIS,2005-06-15,1474,2005,>1989
OEL>1989,OEL,2005-06-15,1455,2005,>1989
ONI>1989,ONI,2005-06-15,936,2005,>1989
RAP>1989,RAP,2005-06-15,313,2005,>1989
COT>1989,COT,2005-07-15,304,2005,>1989
GOR>1989,GOR,2005-07-15,228,2005,>1989
MIS>1989,MIS,2005-07-15,316,2005,>1989
OEL>1989,OEL,2005-07-15,831,2005,>1989
ONI>1989,ONI,2005-07-15,361,2005,>1989
RAP>1989,RAP,2005-07-15,235,2005,>1989
COT>1989,COT,2005-08-15,199,2005,>1989
GOR>1989,GOR,2005-08-15,610,2005,>1989
MIS>1989,MIS,2005-08-15,491,2005,>1989
OEL>1989,OEL,2005-08-15,404,2005,>1989
ONI>1989,ONI,2005-08-15,267,2005,>1989
RAP>1989,RAP,2005-08-15,458,2005,>1989
COT>1989,COT,2005-09-15,303,2005,>1989
GOR>1989,GOR,2005-09-15,85,2005,>1989
MIS>1989,MIS,2005-09-15,312,2005,>1989
OEL>1989,OEL,2005-09-15,247,2005,>1989
ONI>1989,ONI,2005-09-15,206,2005,>1989
RAP>1989,RAP,2005-09-15,146,2005,>1989
COT>1989,COT,2005-10-15,163,2005,>1989
GOR>1989,GOR,2005-10-15,198,2005,>1989
MIS>1989,MIS,2005-10-15,216,2005,>1989
OEL>1989,OEL,2005-10-15,183,2005,>1989
ONI>1989,ONI,2005-10-15,144,2005,>1989
RAP>1989,RAP,2005-10-15,213,2005,>1989
COT>1989,COT,2005-11-15,73,2005,>1989
GOR>1989,GOR,2005-11-15,84,2005,>1989
MIS>1989,MIS,2005-11-15,246,2005,>1989
OEL>1989,OEL,2005-11-15,14,2005,>1989
ONI>1989,ONI,2005-11-15,282,2005,>1989
RAP>1989,RAP,2005-11-15,64,2005,>1989
COT>1989,COT,2005-12-15,222,2005,>1989
GOR>1989,GOR,2005-12-15,71,2005,>1989
MIS>1989,MIS,2005-12-15,125,2005,>1989
OEL>1989,OEL,2005-12-15,39,2005,>1989
ONI>1989,ONI,2005-12-15,151,2005,>1989
RAP>1989,RAP,2005-12-15,64,2005,>1989
COT>1989,COT,2006-01-15,81,2006,>1989
GOR>1989,GOR,2006-01-15,146,2006,>1989
MIS>1989,MIS,2006-01-15,43,2006,>1989
OEL>1989,OEL,2006-01-15,156,2006,>1989
ONI>1989,ONI,2006-01-15,170,2006,>1989
RAP>1989,RAP,2006-01-15,36,2006,>1989
COT>1989,COT,2006-02-15,98,2006,>1989
GOR>1989,GOR,2006-02-15,94,2006,>1989
MIS>1989,MIS,2006-02-15,97,2006,>1989
OEL>1989,OEL,2006-02-15,118,2006,>1989
ONI>1989,ONI,2006-02-15,323,2006,>1989
RAP>1989,RAP,2006-02-15,51,2006,>1989
COT>1989,COT,2006-03-15,457,2006,>1989
GOR>1989,GOR,2006-03-15,434,2006,>1989
MIS>1989,MIS,2006-03-15,371,2006,>1989
OEL>1989,OEL,2006-03-15,470,2006,>1989
ONI>1989,ONI,2006-03-15,282,2006,>1989
RAP>1989,RAP,2006-03-15,306,2006,>1989
COT>1989,COT,2006-04-15,523,2006,>1989
GOR>1989,GOR,2006-04-15,602,2006,>1989
MIS>1989,MIS,2006-04-15,721,2006,>1989
OEL>1989,OEL,2006-04-15,562,2006,>1989
ONI>1989,ONI,2006-04-15,431,2006,>1989
RAP>1989,RAP,2006-04-15,530,2006,>1989
COT>1989,COT,2006-05-15,125,2006,>1989
GOR>1989,GOR,2006-05-15,247,2006,>1989
MIS>1989,MIS,2006-05-15,85,2006,>1989
OEL>1989,OEL,2006-05-15,488,2006,>1989
ONI>1989,ONI,2006-05-15,156,2006,>1989
RAP>1989,RAP,2006-05-15,463,2006,>1989
COT>1989,COT,2006-06-15,236,2006,>1989
GOR>1989,GOR,2006-06-15,810,2006,>1989
MIS>1989,MIS,2006-06-15,1360,2006,>1989
OEL>1989,OEL,2006-06-15,669,2006,>1989
ONI>1989,ONI,2006-06-15,343,2006,>1989
RAP>1989,RAP,2006-06-15,237,2006,>1989
COT>1989,COT,2006-07-15,147,2006,>1989
GOR>1989,GOR,2006-07-15,376,2006,>1989
MIS>1989,MIS,2006-07-15,117,2006,>1989
OEL>1989,OEL,2006-07-15,382,2006,>1989
ONI>1989,ONI,2006-07-15,74,2006,>1989
RAP>1989,RAP,2006-07-15,194,2006,>1989
COT>1989,COT,2006-08-15,607,2006,>1989
GOR>1989,GOR,2006-08-15,746,2006,>1989
MIS>1989,MIS,2006-08-15,751,2006,>1989
OEL>1989,OEL,2006-08-15,423,2006,>1989
ONI>1989,ONI,2006-08-15,1499,2006,>1989
RAP>1989,RAP,2006-08-15,449,2006,>1989
COT>1989,COT,2006-09-15,571,2006,>1989
GOR>1989,GOR,2006-09-15,687,2006,>1989
MIS>1989,MIS,2006-09-15,534,2006,>1989
OEL>1989,OEL,2006-09-15,300,2006,>1989
ONI>1989,ONI,2006-09-15,573,2006,>1989
RAP>1989,RAP,2006-09-15,508,2006,>1989
COT>1989,COT,2006-10-15,134,2006,>1989
GOR>1989,GOR,2006-10-15,155,2006,>1989
MIS>1989,MIS,2006-10-15,206,2006,>1989
OEL>1989,OEL,2006-10-15,36,2006,>1989
ONI>1989,ONI,2006-10-15,29,2006,>1989
RAP>1989,RAP,2006-10-15,88,2006,>1989
COT>1989,COT,2006-11-15,110,2006,>1989
GOR>1989,GOR,2006-11-15,92,2006,>1989
MIS>1989,MIS,2006-11-15,102,2006,>1989
OEL>1989,OEL,2006-11-15,112,2006,>1989
ONI>1989,ONI,2006-11-15,64,2006,>1989
RAP>1989,RAP,2006-11-15,121,2006,>1989
COT>1989,COT,2006-12-15,89,2006,>1989
GOR>1989,GOR,2006-12-15,114,2006,>1989
MIS>1989,MIS,2006-12-15,338,2006,>1989
OEL>1989,OEL,2006-12-15,61,2006,>1989
ONI>1989,ONI,2006-12-15,206,2006,>1989
RAP>1989,RAP,2006-12-15,3,2006,>1989
COT>1989,COT,2007-01-15,11,2007,>1989
GOR>1989,GOR,2007-01-15,20,2007,>1989
MIS>1989,MIS,2007-01-15,46,2007,>1989
OEL>1989,OEL,2007-01-15,33,2007,>1989
ONI>1989,ONI,2007-01-15,77,2007,>1989
RAP>1989,RAP,2007-01-15,31,2007,>1989
COT>1989,COT,2007-02-15,145,2007,>1989
GOR>1989,GOR,2007-02-15,117,2007,>1989
MIS>1989,MIS,2007-02-15,284,2007,>1989
OEL>1989,OEL,2007-02-15,20,2007,>1989
ONI>1989,ONI,2007-02-15,184,2007,>1989
RAP>1989,RAP,2007-02-15,202,2007,>1989
COT>1989,COT,2007-03-15,465,2007,>1989
GOR>1989,GOR,2007-03-15,482,2007,>1989
MIS>1989,MIS,2007-03-15,558,2007,>1989
OEL>1989,OEL,2007-03-15,249,2007,>1989
ONI>1989,ONI,2007-03-15,787,2007,>1989
RAP>1989,RAP,2007-03-15,124,2007,>1989
COT>1989,COT,2007-04-15,373,2007,>1989
GOR>1989,GOR,2007-04-15,460,2007,>1989
MIS>1989,MIS,2007-04-15,416,2007,>1989
OEL>1989,OEL,2007-04-15,378,2007,>1989
ONI>1989,ONI,2007-04-15,718,2007,>1989
RAP>1989,RAP,2007-04-15,336,2007,>1989
COT>1989,COT,2007-05-15,587,2007,>1989
GOR>1989,GOR,2007-05-15,824,2007,>1989
MIS>1989,MIS,2007-05-15,1328,2007,>1989
OEL>1989,OEL,2007-05-15,564,2007,>1989
ONI>1989,ONI,2007-05-15,1002,2007,>1989
RAP>1989,RAP,2007-05-15,745,2007,>1989
COT>1989,COT,2007-06-15,406,2007,>1989
GOR>1989,GOR,2007-06-15,184,2007,>1989
MIS>1989,MIS,2007-06-15,683,2007,>1989
OEL>1989,OEL,2007-06-15,257,2007,>1989
ONI>1989,ONI,2007-06-15,1643,2007,>1989
RAP>1989,RAP,2007-06-15,246,2007,>1989
COT>1989,COT,2007-07-15,145,2007,>1989
GOR>1989,GOR,2007-07-15,143,2007,>1989
MIS>1989,MIS,2007-07-15,228,2007,>1989
OEL>1989,OEL,2007-07-15,154,2007,>1989
ONI>1989,ONI,2007-07-15,142,2007,>1989
RAP>1989,RAP,2007-07-15,305,2007,>1989
COT>1989,COT,2007-08-15,594,2007,>1989
GOR>1989,GOR,2007-08-15,500,2007,>1989
MIS>1989,MIS,2007-08-15,2169,2007,>1989
OEL>1989,OEL,2007-08-15,643,2007,>1989
ONI>1989,ONI,2007-08-15,1156,2007,>1989
RAP>1989,RAP,2007-08-15,718,2007,>1989
COT>1989,COT,2007-09-15,292,2007,>1989
GOR>1989,GOR,2007-09-15,231,2007,>1989
MIS>1989,MIS,2007-09-15,267,2007,>1989
OEL>1989,OEL,2007-09-15,307,2007,>1989
ONI>1989,ONI,2007-09-15,333,2007,>1989
RAP>1989,RAP,2007-09-15,211,2007,>1989
COT>1989,COT,2007-10-15,442,2007,>1989
GOR>1989,GOR,2007-10-15,583,2007,>1989
MIS>1989,MIS,2007-10-15,968,2007,>1989
OEL>1989,OEL,2007-10-15,310,2007,>1989
ONI>1989,ONI,2007-10-15,1245,2007,>1989
RAP>1989,RAP,2007-10-15,150,2007,>1989
COT>1989,COT,2007-11-15,6,2007,>1989
GOR>1989,GOR,2007-11-15,0,2007,>1989
MIS>1989,MIS,2007-11-15,0,2007,>1989
OEL>1989,OEL,2007-11-15,0,2007,>1989
ONI>1989,ONI,2007-11-15,11,2007,>1989
RAP>1989,RAP,2007-11-15,8,2007,>1989
COT>1989,COT,2007-12-15,104,2007,>1989
GOR>1989,GOR,2007-12-15,199,2007,>1989
MIS>1989,MIS,2007-12-15,200,2007,>1989
OEL>1989,OEL,2007-12-15,141,2007,>1989
ONI>1989,ONI,2007-12-15,75,2007,>1989
RAP>1989,RAP,2007-12-15,131,2007,>1989
COT>1989,COT,2008-01-15,67,2008,>1989
GOR>1989,GOR,2008-01-15,71,2008,>1989
MIS>1989,MIS,2008-01-15,66,2008,>1989
OEL>1989,OEL,2008-01-15,51,2008,>1989
ONI>1989,ONI,2008-01-15,75,2008,>1989
RAP>1989,RAP,2008-01-15,87,2008,>1989
COT>1989,COT,2008-02-15,121,2008,>1989
GOR>1989,GOR,2008-02-15,116,2008,>1989
MIS>1989,MIS,2008-02-15,96,2008,>1989
OEL>1989,OEL,2008-02-15,24,2008,>1989
ONI>1989,ONI,2008-02-15,57,2008,>1989
RAP>1989,RAP,2008-02-15,131,2008,>1989
COT>1989,COT,2008-03-15,150,2008,>1989
GOR>1989,GOR,2008-03-15,192,2008,>1989
MIS>1989,MIS,2008-03-15,214,2008,>1989
OEL>1989,OEL,2008-03-15,97,2008,>1989
ONI>1989,ONI,2008-03-15,227,2008,>1989
RAP>1989,RAP,2008-03-15,152,2008,>1989
COT>1989,COT,2008-04-15,350,2008,>1989
GOR>1989,GOR,2008-04-15,368,2008,>1989
MIS>1989,MIS,2008-04-15,988,2008,>1989
OEL>1989,OEL,2008-04-15,375,2008,>1989
ONI>1989,ONI,2008-04-15,174,2008,>1989
RAP>1989,RAP,2008-04-15,350,2008,>1989
COT>1989,COT,2008-05-15,1411,2008,>1989
GOR>1989,GOR,2008-05-15,914,2008,>1989
MIS>1989,MIS,2008-05-15,808,2008,>1989
OEL>1989,OEL,2008-05-15,1403,2008,>1989
ONI>1989,ONI,2008-05-15,509,2008,>1989
RAP>1989,RAP,2008-05-15,1839,2008,>1989
COT>1989,COT,2008-06-15,976,2008,>1989
GOR>1989,GOR,2008-06-15,858,2008,>1989
MIS>1989,MIS,2008-06-15,1209,2008,>1989
OEL>1989,OEL,2008-06-15,641,2008,>1989
ONI>1989,ONI,2008-06-15,1275,2008,>1989
RAP>1989,RAP,2008-06-15,792,2008,>1989
COT>1989,COT,2008-07-15,998,2008,>1989
GOR>1989,GOR,2008-07-15,855,2008,>1989
MIS>1989,MIS,2008-07-15,611,2008,>1989
OEL>1989,OEL,2008-07-15,754,2008,>1989
ONI>1989,ONI,2008-07-15,676,2008,>1989
RAP>1989,RAP,2008-07-15,561,2008,>1989
COT>1989,COT,2008-08-15,475,2008,>1989
GOR>1989,GOR,2008-08-15,716,2008,>1989
MIS>1989,MIS,2008-08-15,220,2008,>1989
OEL>1989,OEL,2008-08-15,119,2008,>1989
ONI>1989,ONI,2008-08-15,174,2008,>1989
RAP>1989,RAP,2008-08-15,362,2008,>1989
COT>1989,COT,2008-09-15,149,2008,>1989
GOR>1989,GOR,2008-09-15,657,2008,>1989
MIS>1989,MIS,2008-09-15,704,2008,>1989
OEL>1989,OEL,2008-09-15,503,2008,>1989
ONI>1989,ONI,2008-09-15,513,2008,>1989
RAP>1989,RAP,2008-09-15,221,2008,>1989
COT>1989,COT,2008-10-15,289,2008,>1989
GOR>1989,GOR,2008-10-15,299,2008,>1989
MIS>1989,MIS,2008-10-15,560,2008,>1989
OEL>1989,OEL,2008-10-15,310,2008,>1989
ONI>1989,ONI,2008-10-15,405,2008,>1989
RAP>1989,RAP,2008-10-15,374,2008,>1989
COT>1989,COT,2008-11-15,521,2008,>1989
GOR>1989,GOR,2008-11-15,505,2008,>1989
MIS>1989,MIS,2008-11-15,249,2008,>1989
OEL>1989,OEL,2008-11-15,87,2008,>1989
ONI>1989,ONI,2008-11-15,232,2008,>1989
RAP>1989,RAP,2008-11-15,259,2008,>1989
COT>1989,COT,2008-12-15,209,2008,>1989
GOR>1989,GOR,2008-12-15,5,2008,>1989
MIS>1989,MIS,2008-12-15,145,2008,>1989
OEL>1989,OEL,2008-12-15,68,2008,>1989
ONI>1989,ONI,2008-12-15,267,2008,>1989
RAP>1989,RAP,2008-12-15,95,2008,>1989
COT>1989,COT,2009-01-15,98,2009,>1989
GOR>1989,GOR,2009-01-15,100,2009,>1989
MIS>1989,MIS,2009-01-15,104,2009,>1989
OEL>1989,OEL,2009-01-15,126,2009,>1989
ONI>1989,ONI,2009-01-15,66,2009,>1989
RAP>1989,RAP,2009-01-15,94,2009,>1989
COT>1989,COT,2009-02-15,297,2009,>1989
GOR>1989,GOR,2009-02-15,303,2009,>1989
MIS>1989,MIS,2009-02-15,265,2009,>1989
OEL>1989,OEL,2009-02-15,158,2009,>1989
ONI>1989,ONI,2009-02-15,355,2009,>1989
RAP>1989,RAP,2009-02-15,197,2009,>1989
COT>1989,COT,2009-03-15,415,2009,>1989
GOR>1989,GOR,2009-03-15,470,2009,>1989
MIS>1989,MIS,2009-03-15,446,2009,>1989
OEL>1989,OEL,2009-03-15,364,2009,>1989
ONI>1989,ONI,2009-03-15,268,2009,>1989
RAP>1989,RAP,2009-03-15,527,2009,>1989
COT>1989,COT,2009-04-15,528,2009,>1989
GOR>1989,GOR,2009-04-15,731,2009,>1989
MIS>1989,MIS,2009-04-15,928,2009,>1989
OEL>1989,OEL,2009-04-15,834,2009,>1989
ONI>1989,ONI,2009-04-15,324,2009,>1989
RAP>1989,RAP,2009-04-15,927,2009,>1989
COT>1989,COT,2009-05-15,80,2009,>1989
GOR>1989,GOR,2009-05-15,297,2009,>1989
MIS>1989,MIS,2009-05-15,143,2009,>1989
OEL>1989,OEL,2009-05-15,420,2009,>1989
ONI>1989,ONI,2009-05-15,226,2009,>1989
RAP>1989,RAP,2009-05-15,240,2009,>1989
COT>1989,COT,2009-06-15,540,2009,>1989
GOR>1989,GOR,2009-06-15,1095,2009,>1989
MIS>1989,MIS,2009-06-15,1300,2009,>1989
OEL>1989,OEL,2009-06-15,947,2009,>1989
ONI>1989,ONI,2009-06-15,550,2009,>1989
RAP>1989,RAP,2009-06-15,721,2009,>1989
COT>1989,COT,2009-07-15,730,2009,>1989
GOR>1989,GOR,2009-07-15,283,2009,>1989
MIS>1989,MIS,2009-07-15,1300,2009,>1989
OEL>1989,OEL,2009-07-15,547,2009,>1989
ONI>1989,ONI,2009-07-15,771,2009,>1989
RAP>1989,RAP,2009-07-15,449,2009,>1989
COT>1989,COT,2009-08-15,301,2009,>1989
GOR>1989,GOR,2009-08-15,892,2009,>1989
MIS>1989,MIS,2009-08-15,718,2009,>1989
OEL>1989,OEL,2009-08-15,651,2009,>1989
ONI>1989,ONI,2009-08-15,851,2009,>1989
RAP>1989,RAP,2009-08-15,377,2009,>1989
COT>1989,COT,2009-09-15,80,2009,>1989
GOR>1989,GOR,2009-09-15,71,2009,>1989
MIS>1989,MIS,2009-09-15,165,2009,>1989
OEL>1989,OEL,2009-09-15,196,2009,>1989
ONI>1989,ONI,2009-09-15,48,2009,>1989
RAP>1989,RAP,2009-09-15,484,2009,>1989
COT>1989,COT,2009-10-15,990,2009,>1989
GOR>1989,GOR,2009-10-15,869,2009,>1989
MIS>1989,MIS,2009-10-15,597,2009,>1989
OEL>1989,OEL,2009-10-15,759,2009,>1989
ONI>1989,ONI,2009-10-15,1055,2009,>1989
RAP>1989,RAP,2009-10-15,502,2009,>1989
COT>1989,COT,2009-11-15,38,2009,>1989
GOR>1989,GOR,2009-11-15,138,2009,>1989
MIS>1989,MIS,2009-11-15,23,2009,>1989
OEL>1989,OEL,2009-11-15,209,2009,>1989
ONI>1989,ONI,2009-11-15,28,2009,>1989
RAP>1989,RAP,2009-11-15,43,2009,>1989
COT>1989,COT,2009-12-15,259,2009,>1989
GOR>1989,GOR,2009-12-15,235,2009,>1989
MIS>1989,MIS,2009-12-15,310,2009,>1989
OEL>1989,OEL,2009-12-15,319,2009,>1989
ONI>1989,ONI,2009-12-15,155,2009,>1989
RAP>1989,RAP,2009-12-15,185,2009,>1989
COT>1989,COT,2010-01-15,79,2010,>1989
GOR>1989,GOR,2010-01-15,142,2010,>1989
MIS>1989,MIS,2010-01-15,107,2010,>1989
OEL>1989,OEL,2010-01-15,43,2010,>1989
ONI>1989,ONI,2010-01-15,219,2010,>1989
RAP>1989,RAP,2010-01-15,51,2010,>1989
COT>1989,COT,2010-02-15,102,2010,>1989
GOR>1989,GOR,2010-02-15,183,2010,>1989
MIS>1989,MIS,2010-02-15,49,2010,>1989
OEL>1989,OEL,2010-02-15,115,2010,>1989
ONI>1989,ONI,2010-02-15,141,2010,>1989
RAP>1989,RAP,2010-02-15,59,2010,>1989
COT>1989,COT,2010-03-15,274,2010,>1989
GOR>1989,GOR,2010-03-15,419,2010,>1989
MIS>1989,MIS,2010-03-15,349,2010,>1989
OEL>1989,OEL,2010-03-15,117,2010,>1989
ONI>1989,ONI,2010-03-15,406,2010,>1989
RAP>1989,RAP,2010-03-15,44,2010,>1989
COT>1989,COT,2010-04-15,766,2010,>1989
GOR>1989,GOR,2010-04-15,973,2010,>1989
MIS>1989,MIS,2010-04-15,1127,2010,>1989
OEL>1989,OEL,2010-04-15,1070,2010,>1989
ONI>1989,ONI,2010-04-15,552,2010,>1989
RAP>1989,RAP,2010-04-15,770,2010,>1989
COT>1989,COT,2010-05-15,715,2010,>1989
GOR>1989,GOR,2010-05-15,664,2010,>1989
MIS>1989,MIS,2010-05-15,554,2010,>1989
