date,year,month,oel,cot,rap,int,ora
2008-09-01,2008,9,38.7,14.9,22.1,70.1,50.3
2008-10-01,2008,10,50.8,28.9,37.4,31.2,31
2008-11-01,2008,11,35.6,52.1,25.9,68.6,8.7
2008-12-01,2008,12,38.6,20.9,9.5,21.7,6.8
2009-01-01,2009,1,32.8,9.8,9.4,13.6,12.6
2009-02-01,2009,2,15.8,29.7,19.7,32.1,15.8
2009-03-01,2009,3,36.4,41.5,52.7,64.8,36.4
2009-04-01,2009,4,83.4,52.8,92.7,64.4,83.4
2009-05-01,2009,5,42,8,24,12.8,42
2009-06-01,2009,6,94.7,54,72.1,59.4,94.7
2009-07-01,2009,7,52.2,73,44.9,27.3,54.7
2009-08-01,2009,8,49.9,30.1,37.7,25.2,65.1
2009-09-01,2009,9,19.6,8,48.4,2.1,21.2
2009-10-01,2009,10,75.9,99,50.2,116.3,62
2009-11-01,2009,11,20.9,3.8,4.3,4.3,6.9
2009-12-01,2009,12,31.9,25.9,18.5,27.2,20.6
2010-01-01,2010,1,4.3,7.9,5.1,15.9,3
2010-02-01,2010,2,11.5,10.2,5.9,8.3,13.7
2010-03-01,2010,3,11.7,27.4,4.4,44.2,15
2010-04-01,2010,4,107,91.6,77,90.1,116.1
2010-05-01,2010,5,118.5,71.5,131.9,62.2,147.3
2010-06-01,2010,6,99.4,101.4,116,74.1,152.5
2010-07-01,2010,7,37.9,101.9,42.2,32.1,65.1
2010-08-01,2010,8,22.2,27.5,33.8,35.1,74.4
2010-09-01,2010,9,25.9,30,38.4,21.4,36.9
2010-10-01,2010,10,6.8,32.8,8,47.1,6.9
2010-11-01,2010,11,11.7,15,10.8,7.4,10.2
2010-12-01,2010,12,9.9,11.9,15.5,25.9,19.6
2011-01-01,2011,1,13.5,11.3,13.8,13.1,16.3
2011-02-01,2011,2,15.3,40.1,29.5,32.8,21.7
2011-03-01,2011,3,12.6,11.2,23.4,25.3,25.2
2011-04-01,2011,4,32.1,45,39.1,52.8,35.7
2011-05-01,2011,5,138.4,129.4,149.3,106.4,135.6
2011-06-01,2011,6,68.7,198.7,97.6,124,51.9
2011-07-01,2011,7,19.2,108.7,16.9,77,32.1
2011-08-01,2011,8,38.7,29,44.7,46.2,71.4
2011-09-01,2011,9,32.5,38.1,19.1,40.4,29.7
2011-10-01,2011,10,23.7,12,35.1,9.9,16.1
2011-11-01,2011,11,8.6,9.4,18.2,6.4,10.3
2011-12-01,2011,12,3,3.8,7.4,7.9,3.5
2012-01-01,2012,1,17.8,5.9,8,4.1,3.1
2012-02-01,2012,2,11.5,12.5,9.7,22.6,9.8
2012-03-01,2012,3,3,0.5,1.3,2.3,1.8
2012-04-01,2012,4,44.8,52.1,78.3,66.2,39.6
2012-05-01,2012,5,67.5,32,53.9,67,72.1
2012-06-01,2012,6,122,114.9,51.8,109,59.4
2012-07-01,2012,7,16.4,19.8,39.8,3.8,56.1
2012-08-01,2012,8,4.9,35.5,14.8,9,3.3
2012-09-01,2012,9,4.6,0,3.5,0.3,1.5
2012-10-01,2012,10,20.6,22.6,11.2,18,20.9
2012-11-01,2012,11,18.8,4.3,11.5,9.2,17.5
2012-12-01,2012,12,11.8,4.2,6.3,8,4.1
2013-01-01,2013,1,12,22.3,11,21.3,16.2
2013-02-01,2013,2,2.5,5.4,4.6,7,3.8
2013-03-01,2013,3,8.3,14.2,20.9,17.6,12.1
2013-04-01,2013,4,60.4,73.5,77,80.6,68.3
2013-05-01,2013,5,60.8,86.4,80.3,133.9,38.3
2013-06-01,2013,6,46.9,57.9,55,54.3,41.1
2013-07-01,2013,7,105.7,19.9,47.5,36.4,105.5
2013-08-01,2013,8,51.9,76.7,61.2,89,71.8
2013-09-01,2013,9,46.1,13.4,30.1,29.9,32.8
2013-10-01,2013,10,125.3,175.9,140.2,169.9,133.4
2013-11-01,2013,11,12.3,7.9,9.6,11.2,12.6
2013-12-01,2013,12,12,19.6,14.3,18.2,16
2014-01-01,2014,1,1.3,1.5,5.2,1.3,0.8
2014-02-01,2014,2,7.3,5.7,7,10.3,8.2
2014-03-01,2014,3,15.7,6.9,27.9,16.1,12.1
2014-04-01,2014,4,94.5,31.5,57.8,54.1,64.5
2014-05-01,2014,5,80.7,59.2,39.1,75.4,63.6
2014-06-01,2014,6,101.2,104.5,133.3,151.7,127.3
2014-07-01,2014,7,25.1,20.6,49.3,12.7,32.8
2014-08-01,2014,8,82.9,71.6,102.2,34.8,34.2
2014-09-01,2014,9,97.4,53.3,80.6,47.8,105.7
2014-10-01,2014,10,18,7.9,13.7,4.4,28
2014-11-01,2014,11,15.3,13.4,20.7,16.6,14.6
2014-12-01,2014,12,9.4,10.3,10.7,16.6,9.6
2015-01-01,2015,1,6.1,0,4.7,0.8,7.1
2015-02-01,2015,2,11.2,4.6,6.3,2.8,10.1
2015-03-01,2015,3,5.1,2.5,2.5,0,5.8
2015-04-01,2015,4,41.4,20.3,16.8,33.4,45.3
2015-05-01,2015,5,150.6,175.2,174.2,240.5,214.2
2015-06-01,2015,6,153.8,172.5,181,151.3,181.5
2015-07-01,2015,7,38.4,24.4,101.9,13.5,65
2015-08-01,2015,8,39.4,77.4,86.7,49,19.9
2015-09-01,2015,9,13.2,22.9,6.4,27.1,10.7
2015-10-01,2015,10,45.2,36.6,33.3,39.1,51
2015-11-01,2015,11,31.4,20.1,11.8,21.2,16.5
2015-12-01,2015,12,22.1,37.4,16.1,32.5,15.2
2016-01-01,2016,1,3,3.1,5.4,5.6,4.1
2016-02-01,2016,2,14.7,4.8,16.3,5.3,4.1
2016-03-01,2016,3,31.5,38.7,27.8,48.9,36.8
2016-04-01,2016,4,61.9,79.3,47,103.1,49.2
2016-05-01,2016,5,53.1,23.9,21.4,35.2,65
2016-06-01,2016,6,59.4,26.8,31.1,15.5,33
2016-07-01,2016,7,23.9,27.4,72,65.5,96.9
2016-08-01,2016,8,34,69.9,58,68.2,69.7
2016-09-01,2016,9,38.4,2.9,21.3,8.5,49.1
2016-10-01,2016,10,13,8,11.7,9.7,7.9
2016-11-01,2016,11,3.8,4.1,5.9,10.2,0.8
2016-12-01,2016,12,27.1,17.2,19.6,29.4,38.4
2017-01-01,2017,1,20.6,22.4,9,23.6,9.9
2017-02-01,2017,2,35,7.7,11.9,10,28.4
2017-03-01,2017,3,33,19.4,13.5,15.5,25
2017-04-01,2017,4,70.9,58.6,45,83.3,78
2017-05-01,2017,5,53.3,27.5,29.6,38.1,58.7
2017-06-01,2017,6,58,79.9,44.5,49.3,72.3
2017-07-01,2017,7,35.5,40.4,27.2,24.9,53.8
2017-08-01,2017,8,19.8,9.4,52.5,9.1,13.9
2017-09-01,2017,9,30.8,31.5,29.2,42.5,24.2
2017-10-01,2017,10,19,24.7,14.7,29.7,11.1
2017-11-01,2017,11,16.5,2.8,3.7,2.4,15.7
2017-12-01,2017,12,14.8,7.4,7,7.6,18.1
2018-01-01,2018,1,13.3,8.6,4.3,14.5,20.4
2018-02-01,2018,2,18.3,23.7,20.2,23,33.3
2018-03-01,2018,3,24,38.1,34.4,33.3,32.7
2018-04-01,2018,4,33.5,47.4,43.4,46.3,36.6
2018-05-01,2018,5,139.8,114.4,102.6,119.3,136.1
