sta,date,prcp,location,key,value
GOR,1998-05-15,858,SC,sci_12mo,0.498
GOR,1998-05-15,858,SC,sci_18mo,0.274
GOR,1998-05-15,858,SC,sci_24mo,0.347
GOR,1998-06-15,1274,SC,sci_1mo,0.423
GOR,1998-06-15,1274,SC,sci_2mo,0.621
GOR,1998-06-15,1274,SC,sci_3mo,-0.134
GOR,1998-06-15,1274,SC,sci_4mo,-0.183
GOR,1998-06-15,1274,SC,sci_6mo,-0.17
GOR,1998-06-15,1274,SC,sci_9mo,-0.201
GOR,1998-06-15,1274,SC,sci_12mo,0.102
GOR,1998-06-15,1274,SC,sci_18mo,0.646
GOR,1998-06-15,1274,SC,sci_24mo,0.702
GOR,1998-07-15,1159,SC,sci_1mo,1.301
GOR,1998-07-15,1159,SC,sci_2mo,1.161
GOR,1998-07-15,1159,SC,sci_3mo,1.064
GOR,1998-07-15,1159,SC,sci_4mo,0.365
GOR,1998-07-15,1159,SC,sci_6mo,0.365
GOR,1998-07-15,1159,SC,sci_9mo,0.088
GOR,1998-07-15,1159,SC,sci_12mo,-0.047
GOR,1998-07-15,1159,SC,sci_18mo,0.87
GOR,1998-07-15,1159,SC,sci_24mo,1.143
GOR,1998-08-15,405,SC,sci_1mo,-0.072
GOR,1998-08-15,405,SC,sci_2mo,1.195
GOR,1998-08-15,405,SC,sci_3mo,1.159
GOR,1998-08-15,405,SC,sci_4mo,0.946
GOR,1998-08-15,405,SC,sci_6mo,0.258
GOR,1998-08-15,405,SC,sci_9mo,0.192
GOR,1998-08-15,405,SC,sci_12mo,-0.16
GOR,1998-08-15,405,SC,sci_18mo,0.936
GOR,1998-08-15,405,SC,sci_24mo,1.202
GOR,1998-09-15,514,SC,sci_1mo,0.502
GOR,1998-09-15,514,SC,sci_2mo,0.174
GOR,1998-09-15,514,SC,sci_3mo,1.219
GOR,1998-09-15,514,SC,sci_4mo,1.394
GOR,1998-09-15,514,SC,sci_6mo,0.347
GOR,1998-09-15,514,SC,sci_9mo,0.398
GOR,1998-09-15,514,SC,sci_12mo,0.3
GOR,1998-09-15,514,SC,sci_18mo,1.118
GOR,1998-09-15,514,SC,sci_24mo,1.073
GOR,1998-10-15,1199,SC,sci_1mo,1.793
GOR,1998-10-15,1199,SC,sci_2mo,1.914
GOR,1998-10-15,1199,SC,sci_3mo,1.454
GOR,1998-10-15,1199,SC,sci_4mo,2.238
GOR,1998-10-15,1199,SC,sci_6mo,1.861
GOR,1998-10-15,1199,SC,sci_9mo,1.498
GOR,1998-10-15,1199,SC,sci_12mo,1.132
GOR,1998-10-15,1199,SC,sci_18mo,1.423
GOR,1998-10-15,1199,SC,sci_24mo,1.544
GOR,1998-11-15,306,SC,sci_1mo,1.252
GOR,1998-11-15,306,SC,sci_2mo,2.069
GOR,1998-11-15,306,SC,sci_3mo,2.012
GOR,1998-11-15,306,SC,sci_4mo,1.528
GOR,1998-11-15,306,SC,sci_6mo,2.165
GOR,1998-11-15,306,SC,sci_9mo,1.669
GOR,1998-11-15,306,SC,sci_12mo,1.363
GOR,1998-11-15,306,SC,sci_18mo,1.323
GOR,1998-11-15,306,SC,sci_24mo,1.702
GOR,1998-12-15,43,SC,sci_1mo,-0.729
GOR,1998-12-15,43,SC,sci_2mo,0.64
GOR,1998-12-15,43,SC,sci_3mo,2.018
GOR,1998-12-15,43,SC,sci_4mo,2.005
GOR,1998-12-15,43,SC,sci_6mo,2.052
GOR,1998-12-15,43,SC,sci_9mo,1.337
GOR,1998-12-15,43,SC,sci_12mo,1.324
GOR,1998-12-15,43,SC,sci_18mo,1.472
GOR,1998-12-15,43,SC,sci_24mo,1.569
GOR,1999-01-15,57,SC,sci_1mo,-0.525
GOR,1999-01-15,57,SC,sci_2mo,-1.06
GOR,1999-01-15,57,SC,sci_3mo,0.09
GOR,1999-01-15,57,SC,sci_4mo,2.009
GOR,1999-01-15,57,SC,sci_6mo,1.445
GOR,1999-01-15,57,SC,sci_9mo,1.81
GOR,1999-01-15,57,SC,sci_12mo,1.446
GOR,1999-01-15,57,SC,sci_18mo,0.741
GOR,1999-01-15,57,SC,sci_24mo,1.471
GOR,1999-02-15,121,SC,sci_1mo,-0.328
GOR,1999-02-15,121,SC,sci_2mo,-0.556
GOR,1999-02-15,121,SC,sci_3mo,-0.911
GOR,1999-02-15,121,SC,sci_4mo,-0.111
GOR,1999-02-15,121,SC,sci_6mo,2.145
GOR,1999-02-15,121,SC,sci_9mo,1.887
GOR,1999-02-15,121,SC,sci_12mo,1.317
GOR,1999-02-15,121,SC,sci_18mo,0.526
GOR,1999-02-15,121,SC,sci_24mo,1.478
GOR,1999-03-15,123,SC,sci_1mo,-1.033
GOR,1999-03-15,123,SC,sci_2mo,-0.937
GOR,1999-03-15,123,SC,sci_3mo,-1.123
GOR,1999-03-15,123,SC,sci_4mo,-1.472
GOR,1999-03-15,123,SC,sci_6mo,1.646
GOR,1999-03-15,123,SC,sci_9mo,1.739
GOR,1999-03-15,123,SC,sci_12mo,0.921
GOR,1999-03-15,123,SC,sci_18mo,0.804
GOR,1999-03-15,123,SC,sci_24mo,1.424
GOR,1999-04-15,935,SC,sci_1mo,1.41
GOR,1999-04-15,935,SC,sci_2mo,0.64
GOR,1999-04-15,935,SC,sci_3mo,0.55
GOR,1999-04-15,935,SC,sci_4mo,0.311
GOR,1999-04-15,935,SC,sci_6mo,0.415
GOR,1999-04-15,935,SC,sci_9mo,1.356
GOR,1999-04-15,935,SC,sci_12mo,1.762
GOR,1999-04-15,935,SC,sci_18mo,1.117
GOR,1999-04-15,935,SC,sci_24mo,1.346
GOR,1999-05-15,655,SC,sci_1mo,-0.203
GOR,1999-05-15,655,SC,sci_2mo,0.413
GOR,1999-05-15,655,SC,sci_3mo,0.109
GOR,1999-05-15,655,SC,sci_4mo,0.047
GOR,1999-05-15,655,SC,sci_6mo,-0.17
GOR,1999-05-15,655,SC,sci_9mo,1.345
GOR,1999-05-15,655,SC,sci_12mo,1.529
GOR,1999-05-15,655,SC,sci_18mo,0.942
GOR,1999-05-15,655,SC,sci_24mo,1.173
GOR,1999-06-15,1210,SC,sci_1mo,0.263
GOR,1999-06-15,1210,SC,sci_2mo,0.265
GOR,1999-06-15,1210,SC,sci_3mo,0.6
GOR,1999-06-15,1210,SC,sci_4mo,0.302
GOR,1999-06-15,1210,SC,sci_6mo,0.146
GOR,1999-06-15,1210,SC,sci_9mo,1.149
GOR,1999-06-15,1210,SC,sci_12mo,1.78
GOR,1999-06-15,1210,SC,sci_18mo,1.234
GOR,1999-06-15,1210,SC,sci_24mo,1.249
GOR,1999-07-15,1345,SC,sci_1mo,1.636
GOR,1999-07-15,1345,SC,sci_2mo,1.597
GOR,1999-07-15,1345,SC,sci_3mo,0.96
GOR,1999-07-15,1345,SC,sci_4mo,1.306
GOR,1999-07-15,1345,SC,sci_6mo,0.98
GOR,1999-07-15,1345,SC,sci_9mo,0.851
GOR,1999-07-15,1345,SC,sci_12mo,1.703
GOR,1999-07-15,1345,SC,sci_18mo,1.884
GOR,1999-07-15,1345,SC,sci_24mo,1.155
GOR,1999-08-15,262,SC,sci_1mo,-0.779
GOR,1999-08-15,262,SC,sci_2mo,1.308
GOR,1999-08-15,262,SC,sci_3mo,1.102
GOR,1999-08-15,262,SC,sci_4mo,0.655
GOR,1999-08-15,262,SC,sci_6mo,0.802
GOR,1999-08-15,262,SC,sci_9mo,0.501
GOR,1999-08-15,262,SC,sci_12mo,2.037
GOR,1999-08-15,262,SC,sci_18mo,1.556
GOR,1999-08-15,262,SC,sci_24mo,1.205
GOR,1999-09-15,532,SC,sci_1mo,0.556
GOR,1999-09-15,532,SC,sci_2mo,-0.136
GOR,1999-09-15,532,SC,sci_3mo,1.551
GOR,1999-09-15,532,SC,sci_4mo,1.384
GOR,1999-09-15,532,SC,sci_6mo,1.275
GOR,1999-09-15,532,SC,sci_9mo,0.816
GOR,1999-09-15,532,SC,sci_12mo,1.948
GOR,1999-09-15,532,SC,sci_18mo,1.507
GOR,1999-09-15,532,SC,sci_24mo,1.387
GOR,1999-10-15,61,SC,sci_1mo,-3
GOR,1999-10-15,61,SC,sci_2mo,-0.533
GOR,1999-10-15,61,SC,sci_3mo,-0.875
GOR,1999-10-15,61,SC,sci_4mo,0.433
GOR,1999-10-15,61,SC,sci_6mo,0.354
GOR,1999-10-15,61,SC,sci_9mo,0.427
GOR,1999-10-15,61,SC,sci_12mo,0.376
GOR,1999-10-15,61,SC,sci_18mo,1.502
GOR,1999-10-15,61,SC,sci_24mo,1.206
GOR,1999-11-15,71,SC,sci_1mo,-0.851
GOR,1999-11-15,71,SC,sci_2mo,-1.84
GOR,1999-11-15,71,SC,sci_3mo,-0.795
GOR,1999-11-15,71,SC,sci_4mo,-1.057
GOR,1999-11-15,71,SC,sci_6mo,0.46
GOR,1999-11-15,71,SC,sci_9mo,0.263
GOR,1999-11-15,71,SC,sci_12mo,0.117
GOR,1999-11-15,71,SC,sci_18mo,1.256
GOR,1999-11-15,71,SC,sci_24mo,1.203
GOR,1999-12-15,61,SC,sci_1mo,-0.461
GOR,1999-12-15,61,SC,sci_2mo,-1.528
GOR,1999-12-15,61,SC,sci_3mo,-2.078
GOR,1999-12-15,61,SC,sci_4mo,-1.005
GOR,1999-12-15,61,SC,sci_6mo,0.209
GOR,1999-12-15,61,SC,sci_9mo,0.454
GOR,1999-12-15,61,SC,sci_12mo,0.158
GOR,1999-12-15,61,SC,sci_18mo,1.326
GOR,1999-12-15,61,SC,sci_24mo,1.167
GOR,2000-01-15,182,SC,sci_1mo,0.774
GOR,2000-01-15,182,SC,sci_2mo,0.152
GOR,2000-01-15,182,SC,sci_3mo,-0.513
GOR,2000-01-15,182,SC,sci_4mo,-1.381
GOR,2000-01-15,182,SC,sci_6mo,-1.092
GOR,2000-01-15,182,SC,sci_9mo,0.229
GOR,2000-01-15,182,SC,sci_12mo,0.213
GOR,2000-01-15,182,SC,sci_18mo,0.955
GOR,2000-01-15,182,SC,sci_24mo,1.251
GOR,2000-02-15,247,SC,sci_1mo,1.054
GOR,2000-02-15,247,SC,sci_2mo,1.036
GOR,2000-02-15,247,SC,sci_3mo,0.579
GOR,2000-02-15,247,SC,sci_4mo,0.055
GOR,2000-02-15,247,SC,sci_6mo,-0.646
GOR,2000-02-15,247,SC,sci_9mo,0.597
GOR,2000-02-15,247,SC,sci_12mo,0.342
GOR,2000-02-15,247,SC,sci_18mo,1.259
GOR,2000-02-15,247,SC,sci_24mo,1.263
GOR,2000-03-15,799,SC,sci_1mo,2.103
GOR,2000-03-15,799,SC,sci_2mo,1.922
GOR,2000-03-15,799,SC,sci_3mo,1.899
GOR,2000-03-15,799,SC,sci_4mo,1.89
GOR,2000-03-15,799,SC,sci_6mo,0.495
GOR,2000-03-15,799,SC,sci_9mo,1.136
GOR,2000-03-15,799,SC,sci_12mo,1.317
GOR,2000-03-15,799,SC,sci_18mo,2.387
GOR,2000-03-15,799,SC,sci_24mo,1.547
GOR,2000-04-15,938,SC,sci_1mo,1.423
GOR,2000-04-15,938,SC,sci_2mo,1.992
GOR,2000-04-15,938,SC,sci_3mo,1.789
GOR,2000-04-15,938,SC,sci_4mo,2.025
GOR,2000-04-15,938,SC,sci_6mo,1.689
GOR,2000-04-15,938,SC,sci_9mo,0.546
GOR,2000-04-15,938,SC,sci_12mo,1.127
GOR,2000-04-15,938,SC,sci_18mo,1.229
GOR,2000-04-15,938,SC,sci_24mo,1.785
GOR,2000-05-15,1227,SC,sci_1mo,1.043
GOR,2000-05-15,1227,SC,sci_2mo,1.529
GOR,2000-05-15,1227,SC,sci_3mo,2.24
GOR,2000-05-15,1227,SC,sci_4mo,2.288
GOR,2000-05-15,1227,SC,sci_6mo,2.051
GOR,2000-05-15,1227,SC,sci_9mo,1.81
GOR,2000-05-15,1227,SC,sci_12mo,1.642
GOR,2000-05-15,1227,SC,sci_18mo,1.571
GOR,2000-05-15,1227,SC,sci_24mo,1.685
GOR,2000-06-15,388,SC,sci_1mo,-1.086
GOR,2000-06-15,388,SC,sci_2mo,-0.094
GOR,2000-06-15,388,SC,sci_3mo,0.281
GOR,2000-06-15,388,SC,sci_4mo,0.909
GOR,2000-06-15,388,SC,sci_6mo,1.038
GOR,2000-06-15,388,SC,sci_9mo,0.259
GOR,2000-06-15,388,SC,sci_12mo,0.673
GOR,2000-06-15,388,SC,sci_18mo,0.906
GOR,2000-06-15,388,SC,sci_24mo,1.592
GOR,2000-07-15,258,SC,sci_1mo,-1.066
GOR,2000-07-15,258,SC,sci_2mo,-1.132
GOR,2000-07-15,258,SC,sci_3mo,-0.64
GOR,2000-07-15,258,SC,sci_4mo,-0.258
GOR,2000-07-15,258,SC,sci_6mo,0.255
GOR,2000-07-15,258,SC,sci_9mo,0.093
GOR,2000-07-15,258,SC,sci_12mo,-0.308
GOR,2000-07-15,258,SC,sci_18mo,0.506
GOR,2000-07-15,258,SC,sci_24mo,0.954
GOR,2000-08-15,155,SC,sci_1mo,-1.546
GOR,2000-08-15,155,SC,sci_2mo,-1.841
GOR,2000-08-15,155,SC,sci_3mo,-1.483
GOR,2000-08-15,155,SC,sci_4mo,-0.968
GOR,2000-08-15,155,SC,sci_6mo,-0.131
GOR,2000-08-15,155,SC,sci_9mo,-0.031
GOR,2000-08-15,155,SC,sci_12mo,-0.454
GOR,2000-08-15,155,SC,sci_18mo,0.408
GOR,2000-08-15,155,SC,sci_24mo,0.89
GOR,2000-09-15,223,SC,sci_1mo,-0.603
GOR,2000-09-15,223,SC,sci_2mo,-1.385
GOR,2000-09-15,223,SC,sci_3mo,-1.472
GOR,2000-09-15,223,SC,sci_4mo,-1.611
GOR,2000-09-15,223,SC,sci_6mo,-0.807
GOR,2000-09-15,223,SC,sci_9mo,-0.159
GOR,2000-09-15,223,SC,sci_12mo,-0.592
GOR,2000-09-15,223,SC,sci_18mo,0.472
GOR,2000-09-15,223,SC,sci_24mo,0.779
GOR,2000-10-15,328,SC,sci_1mo,0.213
GOR,2000-10-15,328,SC,sci_2mo,-0.677
GOR,2000-10-15,328,SC,sci_3mo,-1.258
GOR,2000-10-15,328,SC,sci_4mo,-1.638
GOR,2000-10-15,328,SC,sci_6mo,-1.127
GOR,2000-10-15,328,SC,sci_9mo,-0.267
GOR,2000-10-15,328,SC,sci_12mo,-0.358
GOR,2000-10-15,328,SC,sci_18mo,0.192
GOR,2000-10-15,328,SC,sci_24mo,0.232
GOR,2000-11-15,275,SC,sci_1mo,1.043
GOR,2000-11-15,275,SC,sci_2mo,0.328
GOR,2000-11-15,275,SC,sci_3mo,-0.301
GOR,2000-11-15,275,SC,sci_4mo,-0.912
GOR,2000-11-15,275,SC,sci_6mo,-1.586
GOR,2000-11-15,275,SC,sci_9mo,-0.317
GOR,2000-11-15,275,SC,sci_12mo,-0.186
GOR,2000-11-15,275,SC,sci_18mo,0.461
GOR,2000-11-15,275,SC,sci_24mo,0.193
GOR,2000-12-15,102,SC,sci_1mo,0.059
GOR,2000-12-15,102,SC,sci_2mo,0.791
GOR,2000-12-15,102,SC,sci_3mo,0.246
GOR,2000-12-15,102,SC,sci_4mo,-0.391
GOR,2000-12-15,102,SC,sci_6mo,-1.47
GOR,2000-12-15,102,SC,sci_9mo,-0.697
GOR,2000-12-15,102,SC,sci_12mo,-0.131
GOR,2000-12-15,102,SC,sci_18mo,-0.047
GOR,2000-12-15,102,SC,sci_24mo,0.269
GOR,2001-01-15,318,SC,sci_1mo,1.681
GOR,2001-01-15,318,SC,sci_2mo,1.359
GOR,2001-01-15,318,SC,sci_3mo,1.557
GOR,2001-01-15,318,SC,sci_4mo,0.695
GOR,2001-01-15,318,SC,sci_6mo,-0.586
GOR,2001-01-15,318,SC,sci_9mo,-0.842
GOR,2001-01-15,318,SC,sci_12mo,-0.077
GOR,2001-01-15,318,SC,sci_18mo,-0.496
GOR,2001-01-15,318,SC,sci_24mo,0.416
GOR,2001-02-15,157,SC,sci_1mo,0.072
GOR,2001-02-15,157,SC,sci_2mo,1.278
GOR,2001-02-15,157,SC,sci_3mo,1.043
GOR,2001-02-15,157,SC,sci_4mo,1.311
GOR,2001-02-15,157,SC,sci_6mo,-0.006
GOR,2001-02-15,157,SC,sci_9mo,-1.462
GOR,2001-02-15,157,SC,sci_12mo,-0.177
GOR,2001-02-15,157,SC,sci_18mo,-0.493
GOR,2001-02-15,157,SC,sci_24mo,0.424
GOR,2001-03-15,218,SC,sci_1mo,-0.28
GOR,2001-03-15,218,SC,sci_2mo,-0.117
GOR,2001-03-15,218,SC,sci_3mo,0.58
GOR,2001-03-15,218,SC,sci_4mo,0.467
GOR,2001-03-15,218,SC,sci_6mo,0.431
GOR,2001-03-15,218,SC,sci_9mo,-1.18
GOR,2001-03-15,218,SC,sci_12mo,-0.668
GOR,2001-03-15,218,SC,sci_18mo,-0.501
GOR,2001-03-15,218,SC,sci_24mo,0.473
GOR,2001-04-15,885,SC,sci_1mo,1.191
GOR,2001-04-15,885,SC,sci_2mo,0.747
GOR,2001-04-15,885,SC,sci_3mo,0.706
GOR,2001-04-15,885,SC,sci_4mo,1.021
GOR,2001-04-15,885,SC,sci_6mo,1.118
GOR,2001-04-15,885,SC,sci_9mo,-0.178
GOR,2001-04-15,885,SC,sci_12mo,-0.596
GOR,2001-04-15,885,SC,sci_18mo,0.016
GOR,2001-04-15,885,SC,sci_24mo,0.441
GOR,2001-05-15,410,SC,sci_1mo,-0.936
GOR,2001-05-15,410,SC,sci_2mo,-0.16
GOR,2001-05-15,410,SC,sci_3mo,-0.267
GOR,2001-05-15,410,SC,sci_4mo,-0.251
GOR,2001-05-15,410,SC,sci_6mo,0.086
GOR,2001-05-15,410,SC,sci_9mo,-0.419
GOR,2001-05-15,410,SC,sci_12mo,-1.583
GOR,2001-05-15,410,SC,sci_18mo,-0.226
GOR,2001-05-15,410,SC,sci_24mo,0.365
GOR,2001-06-15,1451,SC,sci_1mo,0.983
GOR,2001-06-15,1451,SC,sci_2mo,0.26
GOR,2001-06-15,1451,SC,sci_3mo,0.53
GOR,2001-06-15,1451,SC,sci_4mo,0.358
GOR,2001-06-15,1451,SC,sci_6mo,0.572
GOR,2001-06-15,1451,SC,sci_9mo,0.459
GOR,2001-06-15,1451,SC,sci_12mo,-0.537
GOR,2001-06-15,1451,SC,sci_18mo,0.328
GOR,2001-06-15,1451,SC,sci_24mo,0.331
GOR,2001-07-15,1092,SC,sci_1mo,1.172
GOR,2001-07-15,1092,SC,sci_2mo,1.546
GOR,2001-07-15,1092,SC,sci_3mo,0.636
GOR,2001-07-15,1092,SC,sci_4mo,0.902
GOR,2001-07-15,1092,SC,sci_6mo,0.711
GOR,2001-07-15,1092,SC,sci_9mo,1.031
GOR,2001-07-15,1092,SC,sci_12mo,0.182
GOR,2001-07-15,1092,SC,sci_18mo,0.552
GOR,2001-07-15,1092,SC,sci_24mo,0.145
GOR,2001-08-15,158,SC,sci_1mo,-1.519
GOR,2001-08-15,158,SC,sci_2mo,0.367
GOR,2001-08-15,158,SC,sci_3mo,0.822
GOR,2001-08-15,158,SC,sci_4mo,0.212
GOR,2001-08-15,158,SC,sci_6mo,0.381
GOR,2001-08-15,158,SC,sci_9mo,0.548
GOR,2001-08-15,158,SC,sci_12mo,0.137
GOR,2001-08-15,158,SC,sci_18mo,0.354
GOR,2001-08-15,158,SC,sci_24mo,0.014
GOR,2001-09-15,66,SC,sci_1mo,-1.662
GOR,2001-09-15,66,SC,sci_2mo,-1.985
GOR,2001-09-15,66,SC,sci_3mo,-0.611
GOR,2001-09-15,66,SC,sci_4mo,0.152
GOR,2001-09-15,66,SC,sci_6mo,0.054
GOR,2001-09-15,66,SC,sci_9mo,0.211
GOR,2001-09-15,66,SC,sci_12mo,0.14
GOR,2001-09-15,66,SC,sci_18mo,-0.226
GOR,2001-09-15,66,SC,sci_24mo,-0.096
GOR,2001-10-15,254,SC,sci_1mo,-0.045
GOR,2001-10-15,254,SC,sci_2mo,-1.68
GOR,2001-10-15,254,SC,sci_3mo,-1.937
GOR,2001-10-15,254,SC,sci_4mo,-0.622
GOR,2001-10-15,254,SC,sci_6mo,-0.298
GOR,2001-10-15,254,SC,sci_9mo,-0.146
GOR,2001-10-15,254,SC,sci_12mo,0.108
GOR,2001-10-15,254,SC,sci_18mo,-0.605
GOR,2001-10-15,254,SC,sci_24mo,0.038
GOR,2001-11-15,181,SC,sci_1mo,0.313
GOR,2001-11-15,181,SC,sci_2mo,-0.186
GOR,2001-11-15,181,SC,sci_3mo,-1.413
GOR,2001-11-15,181,SC,sci_4mo,-1.916
GOR,2001-11-15,181,SC,sci_6mo,0.136
GOR,2001-11-15,181,SC,sci_9mo,-0.208
GOR,2001-11-15,181,SC,sci_12mo,0.002
GOR,2001-11-15,181,SC,sci_18mo,-0.913
GOR,2001-11-15,181,SC,sci_24mo,0.102
GOR,2001-12-15,0,SC,sci_1mo,-1.661
GOR,2001-12-15,0,SC,sci_2mo,-0.678
GOR,2001-12-15,0,SC,sci_3mo,-0.666
GOR,2001-12-15,0,SC,sci_4mo,-1.832
GOR,2001-12-15,0,SC,sci_6mo,-0.74
GOR,2001-12-15,0,SC,sci_9mo,-0.177
GOR,2001-12-15,0,SC,sci_12mo,-0.07
GOR,2001-12-15,0,SC,sci_18mo,-0.721
GOR,2001-12-15,0,SC,sci_24mo,0.093
GOR,2002-01-15,0,SC,sci_1mo,-1.661
GOR,2002-01-15,0,SC,sci_2mo,-1.849
GOR,2002-01-15,0,SC,sci_3mo,-1.626
GOR,2002-01-15,0,SC,sci_4mo,-1.139
GOR,2002-01-15,0,SC,sci_6mo,-2.376
GOR,2002-01-15,0,SC,sci_9mo,-0.526
GOR,2002-01-15,0,SC,sci_12mo,-0.407
GOR,2002-01-15,0,SC,sci_18mo,-0.609
GOR,2002-01-15,0,SC,sci_24mo,-0.084
GOR,2002-02-15,0,SC,sci_1mo,-1.661
GOR,2002-02-15,0,SC,sci_2mo,-1.849
GOR,2002-02-15,0,SC,sci_3mo,-1.849
GOR,2002-02-15,0,SC,sci_4mo,-2.212
GOR,2002-02-15,0,SC,sci_6mo,-2.324
GOR,2002-02-15,0,SC,sci_9mo,-0.299
GOR,2002-02-15,0,SC,sci_12mo,-0.555
GOR,2002-02-15,0,SC,sci_18mo,-0.612
GOR,2002-02-15,0,SC,sci_24mo,-0.293
GOR,2002-03-15,213,SC,sci_1mo,-0.313
GOR,2002-03-15,213,SC,sci_2mo,-1.222
GOR,2002-03-15,213,SC,sci_3mo,-1.874
GOR,2002-03-15,213,SC,sci_4mo,-2.343
GOR,2002-03-15,213,SC,sci_6mo,-1.918
GOR,2002-03-15,213,SC,sci_9mo,-1.28
GOR,2002-03-15,213,SC,sci_12mo,-0.581
GOR,2002-03-15,213,SC,sci_18mo,-0.433
GOR,2002-03-15,213,SC,sci_24mo,-0.723
GOR,2002-04-15,274,SC,sci_1mo,-1.158
GOR,2002-04-15,274,SC,sci_2mo,-1.27
GOR,2002-04-15,274,SC,sci_3mo,-2.225
GOR,2002-04-15,274,SC,sci_4mo,-2.041
GOR,2002-04-15,274,SC,sci_6mo,-2.2
GOR,2002-04-15,274,SC,sci_9mo,-2.41
GOR,2002-04-15,274,SC,sci_12mo,-0.983
GOR,2002-04-15,274,SC,sci_18mo,-0.58
GOR,2002-04-15,274,SC,sci_24mo,-1.138
GOR,2002-05-15,648,SC,sci_1mo,-0.222
GOR,2002-05-15,648,SC,sci_2mo,-0.884
GOR,2002-05-15,648,SC,sci_3mo,-1.012
GOR,2002-05-15,648,SC,sci_4mo,-1.283
GOR,2002-05-15,648,SC,sci_6mo,-1.637
GOR,2002-05-15,648,SC,sci_9mo,-1.733
GOR,2002-05-15,648,SC,sci_12mo,-0.802
GOR,2002-05-15,648,SC,sci_18mo,-0.733
GOR,2002-05-15,648,SC,sci_24mo,-1.826
GOR,2002-06-15,156,SC,sci_1mo,-1.356
GOR,2002-06-15,156,SC,sci_2mo,-1.535
GOR,2002-06-15,156,SC,sci_3mo,-1.621
GOR,2002-06-15,156,SC,sci_4mo,-1.601
GOR,2002-06-15,156,SC,sci_6mo,-1.761
GOR,2002-06-15,156,SC,sci_9mo,-1.68
GOR,2002-06-15,156,SC,sci_12mo,-1.527
GOR,2002-06-15,156,SC,sci_18mo,-1.282
GOR,2002-06-15,156,SC,sci_24mo,-1.657
GOR,2002-07-15,135,SC,sci_1mo,-1.633
GOR,2002-07-15,135,SC,sci_2mo,-1.39
GOR,2002-07-15,135,SC,sci_3mo,-1.651
GOR,2002-07-15,135,SC,sci_4mo,-1.698
GOR,2002-07-15,135,SC,sci_6mo,-1.67
GOR,2002-07-15,135,SC,sci_9mo,-1.679
GOR,2002-07-15,135,SC,sci_12mo,-2.088
GOR,2002-07-15,135,SC,sci_18mo,-1.554
GOR,2002-07-15,135,SC,sci_24mo,-1.685
GOR,2002-08-15,520,SC,sci_1mo,0.374
GOR,2002-08-15,520,SC,sci_2mo,-1.203
GOR,2002-08-15,520,SC,sci_3mo,-1.475
GOR,2002-08-15,520,SC,sci_4mo,-1.519
GOR,2002-08-15,520,SC,sci_6mo,-1.666
GOR,2002-08-15,520,SC,sci_9mo,-1.833
GOR,2002-08-15,520,SC,sci_12mo,-1.85
GOR,2002-08-15,520,SC,sci_18mo,-1.824
GOR,2002-08-15,520,SC,sci_24mo,-1.519
GOR,2002-09-15,907,SC,sci_1mo,1.488
GOR,2002-09-15,907,SC,sci_2mo,1.253
GOR,2002-09-15,907,SC,sci_3mo,-0.2
GOR,2002-09-15,907,SC,sci_4mo,-1.044
GOR,2002-09-15,907,SC,sci_6mo,-1.257
GOR,2002-09-15,907,SC,sci_9mo,-1.542
GOR,2002-09-15,907,SC,sci_12mo,-1.485
GOR,2002-09-15,907,SC,sci_18mo,-1.432
GOR,2002-09-15,907,SC,sci_24mo,-1.076
GOR,2002-10-15,299,SC,sci_1mo,0.119
GOR,2002-10-15,299,SC,sci_2mo,1.014
GOR,2002-10-15,299,SC,sci_3mo,0.847
GOR,2002-10-15,299,SC,sci_4mo,-0.135
GOR,2002-10-15,299,SC,sci_6mo,-1.046
GOR,2002-10-15,299,SC,sci_9mo,-1.421
GOR,2002-10-15,299,SC,sci_12mo,-1.503
GOR,2002-10-15,299,SC,sci_18mo,-1.978
GOR,2002-10-15,299,SC,sci_24mo,-1.18
GOR,2002-11-15,56,SC,sci_1mo,-1.051
GOR,2002-11-15,56,SC,sci_2mo,-0.486
GOR,2002-11-15,56,SC,sci_3mo,0.726
GOR,2002-11-15,56,SC,sci_4mo,0.646
GOR,2002-11-15,56,SC,sci_6mo,-1.116
GOR,2002-11-15,56,SC,sci_9mo,-1.312
GOR,2002-11-15,56,SC,sci_12mo,-1.532
GOR,2002-11-15,56,SC,sci_18mo,-2.264
GOR,2002-11-15,56,SC,sci_24mo,-1.37
GOR,2002-12-15,56,SC,sci_1mo,-0.533
GOR,2002-12-15,56,SC,sci_2mo,-2.363
GOR,2002-12-15,56,SC,sci_3mo,-0.768
GOR,2002-12-15,56,SC,sci_4mo,0.578
GOR,2002-12-15,56,SC,sci_6mo,-0.366
GOR,2002-12-15,56,SC,sci_9mo,-1.336
GOR,2002-12-15,56,SC,sci_12mo,-1.534
GOR,2002-12-15,56,SC,sci_18mo,-1.707
GOR,2002-12-15,56,SC,sci_24mo,-1.45
GOR,2003-01-15,117,SC,sci_1mo,0.195
GOR,2003-01-15,117,SC,sci_2mo,-0.414
GOR,2003-01-15,117,SC,sci_3mo,-1.179
GOR,2003-01-15,117,SC,sci_4mo,-0.791
GOR,2003-01-15,117,SC,sci_6mo,0.487
GOR,2003-01-15,117,SC,sci_9mo,-1.188
GOR,2003-01-15,117,SC,sci_12mo,-1.415
GOR,2003-01-15,117,SC,sci_18mo,-2.013
