Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
1095,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,7/28/11,12:01pm,NA,NA,NA,16.3,61.3,8.37,580.3,,NA,NA,190,64,8,36,12,,7,,47,0.05,,0.11,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>9678.4,>9678.4,,4,31,
1096,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,8/18/11,12:29pm,NA,NA,NA,20.4,68.7,8.41,398.9,,NA,NA,190,64,8,38,12,,9,,45,0.05,,0.06,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231,>2419.6,,<3,7,
1097,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,9/8/11,11:01am,NA,NA,NA,15.8,60.4,8.56,539.2,6.52,NA,NA,180,58,8,49,16,,9,,50,0.3,,0.18,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,>2419.6,,<3,12,
1098,43.43606111,102.54595,Wounded Knee IV,NA,2011,,NA,10/18/11,12:20pm,NA,NA,NA,6.6,43.8,8.45,482.7,10.75,NA,NA,98,34,3,53,9,,5,,33,0.4,,0.13,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,2420,,<3,15,
1263,43.43606111,102.54595,Wounded Knee IV,dry,2008,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
123,43.46191389,101.4385028,Buzzard Creek I,NA,1993,H,NA,6/14/93,1:25pm,".6""/10'3""",0.5,10.3,18.2,64.76,8,500,7.23,,,,,,63,,304,9,0.38,0,0.1,0.019,0.653,0.25,0.045,0.388,0.0005,0.02,0.015,18.8,0.018,0.45,0.0029,0.014,0,0,45.2,,,,,,
124,43.46191389,101.4385028,Buzzard Creek I,NA,1993,L,NA,12/8/93,3:11pm,"1'4""/19'",1.3,19,NA,NA,7.84,378,7.96,11.88,,,,,71,,339,12,0.48,29,0,0,0.157,0.463,0,0.14,0,0,0,0.76,0,0.03,0,0,0,0.005,0.16,,,,,,
125,43.46191389,101.4385028,Buzzard Creek I,NA,1994,H,NA,7/21/94,10:30am,"6""/8'6""",0.5,8.5,19.7,67.46,8.19,151,7.47,8.29,,,,,110,,384,25,0.41,13,0,0,0.634,0.715,0,0.26,0.01,,0,0.33,0,0.42,0.0006,,,,0.01,,,,,,
126,43.46191389,101.4385028,Buzzard Creek I,NA,1994,L,NA,,,,,,,,,,,,,,,,110,,384,25,0.41,13,0,0,0.634,0.715,0,0.26,0.01,,0,0.33,0,0.42,0.0006,,,,0.01,,,,,,
127,43.46191389,101.4385028,Buzzard Creek I,NA,1995,H,NA,5/23/95,,"1'3""/8'6""",1.3,8.5,12,53.6,8.83,77.6,9.48,1.79,,,,,83,,355,13,0.49,34,0,0,0.291,0.555,0,0.174,0,,0,0.52,0,0.06,0.0004,,,,0.01,,,,,,
128,43.46191389,101.4385028,Buzzard Creek I,NA,1995,L,NA,10/25/95,11:13am,"0.9'/11'8""",0.9,11.8,3.63,38.534,7.97,826,8.38,1.3,,,,,95,,364,16,0.34,24,0,0,0.335,0.335,0.006,0.12,0,,0,0.39,0,0,0.0002,,,,0.02,,,,,,
129,43.46191389,101.4385028,Buzzard Creek I,NA,1996,H,NA,5/31/96,12:23pm,"2'1""/20'10""",2.1,20.8,17.89,64.202,9.71,752,8,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,43.46191389,101.4385028,Buzzard Creek I,NA,1997,L,NA,9/17/97,,1'/4',1,4,19.19,66.542,9.06,797,4.15,87.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,43.46191389,101.4385028,Buzzard Creek I,NA,1998,H,NA,,,,,,,,,,,,,,,,88,,320,11,0.49,32,0,0,0.21,0.28,0.0011,0.2,0,0,0,1.5,0,0.14,0,0,,0,0,,,,,,
138,43.46191389,101.4385028,Buzzard Creek I,NA,2000,L,NA,,,,,,,,,,,,,,,,105,,344,15,0.4,53,0,0.48,0.38,0.43,0.006,0,0,0,0,1.29,0.004,0.05,0,0,0,0,0.058,,,,,,
899,43.46191389,101.4385028,Buzzard Creek I,NA,2009,H,cond = cond/10,5/21/09,8:37am,NA,NA,NA,15.3,59.6,8.06,585,5.85,46.2,nd,230,77,10,,,,,,,nd,,,0.42,,,,,,,,,,,,,,479,>2419.6,370,nd,10,
900,43.46191389,101.4385028,Buzzard Creek I,NA,2009,H,NA,6/29/09,10:35am,NA,NA,NA,15.7,60.2,8.02,678.2,6.02,20.8,nd,210,69,9,,,,,,,0.2,,,0.6,,,,,,,,,,,,,,>2419.6,>2419.6,1900,nd,11,
901,43.46191389,101.4385028,Buzzard Creek I,NA,2009,H,NA,7/23/09,7:48am,NA,NA,NA,13.8,56.8,7.89,684.3,5.9,34.5,nd,210,67,9,,,,,,,0.2,,,0.45,,,,,,,,,,,,,,361,>2419.6,270,nd,10,
902,43.46191389,101.4385028,Buzzard Creek I,NA,2009,H,NA,8/19/09,8:25am,NA,NA,NA,16.1,60.9,7.89,565.6,8.3,23.2,nd,170,58,7,,,,,,,0.2,,,0.35,,,,,,,,,,,,,,457,>2419.6,590,nd,7,
903,43.46191389,101.4385028,Buzzard Creek I,NA,2009,H,NA,9/17/09,7:34am,NA,NA,NA,13.9,57,7.04,570.9,7.45,12,nd,250,83,10,,,,,,,nd,,,0.9,,,,,,,,,,,,,,397,>2419.6,500,nd,14,
1130,43.46191389,101.4385028,Buzzard Creek I,NA,2012,H,NA,5/23/12,11:12am,NA,NA,NA,16.7,62,8.06,402.5,8.9,NA,,140,46,7,NA,NA,NA,NA,NA,NA,nd,,,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,>2419.6,780,nd,,
1131,43.46191389,101.4385028,Buzzard Creek I,NA,2012,H,NA,6/19/12,1:00pm,NA,NA,NA,19.4,67,8.77,643.9,error,NA,,130,41,6,NA,NA,NA,NA,NA,NA,0.3,,,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,>2419.6,1700,7,,
1204,43.46191389,101.4385028,Buzzard Creek I,NA,2013,H,NA,5/13/13,1:20pm,NA,NA,NA,22.3,72.1,8.45,679.7,10.29,22.9,nd,220,73,10,,,,,,,,,,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,nd,
1205,43.46191389,101.4385028,Buzzard Creek I,NA,2013,H,NA,6/18/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,160,52,7,,,,,,,,,,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,nd,
1301,43.46191389,101.4385028,Buzzard Creek I,dry,2013,H,NA,7/11/13,10:15am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1283,43.46191389,101.4385028,Buzzard Creek I,dry,2012,H,NA,8/15/12,11:01am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1284,43.46191389,101.4385028,Buzzard Creek I,dry,2012,L,NA,9/18/12,11:45am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1285,43.46191389,101.4385028,Buzzard Creek I,dry,2012,L,NA,10/10/12,9:45am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
491,43.50685278,102.48105,Porcupine Creek III,NA,1993,H,NA,6/9/93,NA,"2'9""/----",0,,19,66.2,7.38,330,1.45,,,,,,77,,196,4,0.38,45,0.13,0.061,0.545,1.35,0.097,0.197,0,0.04,0.03,42.2,0.017,0.82,0.0007,0.026,0,0,0.2,,,,,,
492,43.50685278,102.48105,Porcupine Creek III,NA,1993,L,NA,12/7/93,NA,"2'6""/6'7""",2.5,6.6,0,32,7.53,,1.82,,,,,,88,,294,12,0.39,37,0.23,0,0.327,0.444,0.044,0.06,0,0.016,0.012,13.8,0.009,0.22,0.0024,0.005,0,0.0057,0.1,,,,,,
493,43.50685278,102.48105,Porcupine Creek III,NA,1994,H,NA,5/25/94,3:15pm,"11'/13'8""",0.9,3.8,24.1,75.38,8.62,65,6.54,17.6,,,,,104,,354,19,0.45,54,0,0,0.195,0.265,0.014,0.06,0,,0,2.36,0.005,0.08,0,,,,0.07,,,,,,
494,43.50685278,102.48105,Porcupine Creek III,NA,1994,L,NA,NA,NA,,,,,,,,,,,,,,96,,282,27,0.42,42,0,0,0.144,0.235,0.018,0,0.007,,0,0.34,0,0.11,0,,,,0.08,,,,,,
495,43.50685278,102.48105,Porcupine Creek III,NA,1995,H,NA,5/4/95,2:05pm,"1.3'/5'5""",1.3,5.4,17.4,63.32,8.94,69.7,7.87,106,,,,,102,,300,11,0.37,46,0,0,0.12,0.482,0.044,0.128,0.01,,0.012,12.1,0,0.3,0,,,,0.08,,,,,,
496,43.50685278,102.48105,Porcupine Creek III,NA,1995,L,NA,10/11/95,2:30pm,5'/4.8',0.4,4.8,15.96,60.728,8.53,688,8.26,,,,,,98,,270,13,0.37,12,0.1,0,0.391,0.615,0.021,0.22,0.007,,0.008,7.8,0.014,0.1,0.0005,,,,0.09,,,,,,
497,43.50685278,102.48105,Porcupine Creek III,NA,1996,H,NA,5/14/96,1:30pm,"8'/5'6""",0.7,5.5,NA,NA,9.97,771,7.9,132.6,,,,,105,,320,8,0.6,12,0,0,0.1,5.9,0,0,0,,0,1.67,0,0.06,0.0002,,,,0.02,,,,,,
498,43.50685278,102.48105,Porcupine Creek III,NA,1996,H,NA,9/10/96,12:50pm,"1'5""/17'",1.4,17,23.22,73.796,10.71,649,1.31,79.2,,,,,86,,260,7,0.4,40,0,0,0.15,0.21,0.015,0.268,0.019,,0.02,21,0.027,0.37,0.0005,,,,0.09,,,,,,
499,43.50685278,102.48105,Porcupine Creek III,NA,1997,H,NA,6/6/97,11:38am,4'/21',4,21,20.97,69.746,8.05,345,2.44,496,,,,,54,,150,0,0.22,17,0.07,0.07,0.87,1,0.007,0.3,0.01,0,0.01,15,0.017,0.6,0,0.03,,0,0.05,,,,,,
500,43.50685278,102.48105,Porcupine Creek III,NA,1997,L,NA,9/25/97,2:05pm,"1'6""/6'6""",1.5,6.5,18.18,64.724,9.21,664,5.14,107.4,,,,,85,,320,8,0.4,48,0,0,0.22,0.26,0.011,0.07,0,0,0.02,4.9,0.008,0.13,0,0,,0,0,,,,,,
503,43.50685278,102.48105,Porcupine Creek III,NA,1999,H,NA,6/29/99,1:20pm,2'/8',2,8,21.2,70.16,8.36,627,9.01,199.5,,,,,91,,300,6,0.87,64,0,0.35,1.8,5.19,0.013,0.36,0.02,0,0.02,39.1,0.029,0.91,0,0,0,0,0.11,,,,,,
504,43.50685278,102.48105,Porcupine Creek III,NA,1999,L,NA,12/13/99,3:10pm,"1'/5'4""",1,5.4,NA,NA,7.54,610,,23.2,,,,,77,,330,11,0.5,61,0,0.18,0.12,0.13,0.012,0,0,0,0,1.22,0,0.03,0,0,0,0,0.006,,,,,,
505,43.50685278,102.48105,Porcupine Creek III,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,85,,332,9,0.6,67,0,0,0.25,0.26,0.012,0,0,0,0,2.4,0,0.08,0,0,0,0,0.01,,,,,,
506,43.50685278,102.48105,Porcupine Creek III,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,98,,318,8,0.4,75,0.05,0.27,0.25,0.25,0.079,0,0,0,0,4.37,0.003,0.09,0,0,0,0,0.01,,,,,,
507,43.50685278,102.48105,Porcupine Creek III,NA,2003,L,NA,NA,NA,,,,,,,,,,,,,,,,310,9.3,0.59,42,0,0,0.06,0.1,,0.04,0,0,0,1.4,0,0.04,0,0,0,0,0,,,,,,
745,43.50685278,102.48105,Porcupine Creek III,NA,2006,H,NA,9/6/06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,39,12,2,NA,NA,NA,NA,NA,NA,nd,NA,0.1,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,150,
840,43.50685278,102.48105,Porcupine Creek III,NA,2008,H,NA,6/30/08,NA,NA,NA,NA,NA,NA,8.63,NA ,NA ,32,nd,130,42,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,>2419.6,,nd,39,
841,43.50685278,102.48105,Porcupine Creek III,NA,2008,H,NA,8/18/08,10:45am,NA,NA,NA,21.6,70.9,8.6,607,11.67,meter,nd,74,25,3,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,>2419.6,580,nd,43,
842,43.50685278,102.48105,Porcupine Creek III,NA,2008,L,NA,9/16/08,11:00am,NA,NA,NA,16.2,61.1,8.7,712.7,9.96,meter,nd,82,25,5,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,870,270,2,13,
843,43.50685278,102.48105,Porcupine Creek III,NA,2008,L,NA,10/23/08,1:37pm,NA,NA,NA,10.2,50.4,8.51,761.8,8.21,46,nd,125,42,5,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,,140,nd,50,
962,43.50685278,102.48105,Porcupine Creek III,NA,2004,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,310,9.3,0.59,42,,,0.06,0.1,,0.04,,,,1.4,,0.04,,,,,,,,,,,
1033,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,5/10/11,1:50pm,NA,NA,NA,15.1,59.1,9.04,574.7,NA,NA,NA,180,55,10,113,13,,11,,58,0.05,,0.2,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>9678.4,>9678.4,,7,10,
1034,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,6/7/11,10:50am,NA,NA,NA,16.1,61,8.45,617.8,NA,NA,NA,160,54,7,112,12,,16,,48,0.05,,0.22,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,>2419.6,,<3,10,
1035,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,7/19/11,1:30am,NA,NA,NA,16.2,61.2,9.02,599.8,NA,NA,NA,150,47,8,89,13,,9,,37,0.05,,0.15,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378,>2419.6,,<3,15,
1036,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,8/16/11,11:50am,NA,NA,NA,18.3,64.9,8.02,603.4,NA,NA,NA,150,48,7,90,11,,11,,48,0.05,,0.12,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,>2419.6,,<3,19,
1037,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,9/21/11,12:20pm,NA,NA,NA,12.3,54.2,8.78,685.1,4.2,NA,NA,130,43,7,88,13,,9,,31,0.05,,0.25,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2420,>2419.6,,<3,55,
1038,43.50685278,102.48105,Porcupine Creek III,NA,2011,,NA,10/18/11,12:57pm,NA,NA,NA,7.8,46.1,8.88,753.8,10.86,NA,NA,43,8,5,128,8,,14,,71,1,,0.26,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866,>2419.6,,<3,9,
375,43.51328056,102.2265361,Medicine Root III,NA,1993,H,NA,6/22/93,,2'/----,,,NA,NA,,,18,,,,,,69,,242,7,0.38,32,0.24,0,0.114,0.735,0.024,0.34,0.0008,0.009,0.018,6.4,0.015,0.41,0,0,0.003,0.0011,0.07,,,,,,
376,43.51328056,102.2265361,Medicine Root III,NA,1993,L,NA,12/2/93,,"1'10""/8'3""",,,NA,NA,1.8,8.3,0.1,,,,,,70,,254,6,0.47,117,2.65,0,0.278,0.62,0.113,0.17,0,0.019,0.017,22.3,0.016,0.28,0,0.015,0,0.0043,0.11,,,,,,
377,43.51328056,102.2265361,Medicine Root III,NA,1994,H,NA,6/21/94,9:40am,"7""/11'",,,NA,NA,0.6,11,22,,,,,,76,,296,13,0.4,40,0,0,0.086,0.155,0,0.15,0,,0,1.73,0,0.08,0,,,,0.08,,,,,,
378,43.51328056,102.2265361,Medicine Root III,NA,1994,L,NA,,,,,,,,,,,,,,,,74,,268,20,0.37,40,0,0,0.048,0.086,0.008,0.1,0.009,,0,0.14,0,0.05,0,,,,0.05,,,,,,
379,43.51328056,102.2265361,Medicine Root III,NA,1995,H,NA,6/15/95,11:17am,2.5'/16',,,NA,NA,2.5,16,,,,,,,61,,272,11,0.4,48,0.23,0.018,0.18,0.382,0.007,0.166,0,,0.006,4.61,0,0.21,0.0003,,,,0.04,,,,,,
380,43.51328056,102.2265361,Medicine Root III,NA,1995,L,NA,,,,,,,,,,,,,,,,87,,292,10,0.48,36,0,0,0.2,0.222,0.006,0.13,0,,0,4.1,0,0.05,0.0005,,,,0.03,,,,,,
381,43.51328056,102.2265361,Medicine Root III,NA,1996,H,NA,5/22/96,1:55pm,"11""/7'11""",,,NA,NA,0.9,7.9,18.48,,,,,,69,,277,7,0.3,23,0,0,0.13,0.17,0,0.115,0,,0.009,1.11,0.004,0.06,0,,,,0.04,,,,,,
382,43.51328056,102.2265361,Medicine Root III,NA,1996,L,NA,10/23/96,1:21pm,"1'1""/7'9""",,,NA,NA,1.1,7.8,5.91,,,,,,80,,260,6,0.3,31,0,0,0.05,0.08,0.078,0.14305,0,,0.01,0.56,0,0.03,0,,,,0.044,,,,,,
383,43.51328056,102.2265361,Medicine Root III,NA,1997,H,NA,6/6/97,12:51pm,"5'10""/12'",,,NA,NA,1,5.9,19.87,,,,,,63,,230,1,0.3,41,0.27,0.27,0.44,0.71,0,0.3,0,0,0.03,7.8,0.014,0.39,0.0005,0,,0,0.03,,,,,,
384,43.51328056,102.2265361,Medicine Root III,NA,1997,L,NA,10/6/97,11:33am,2'/12',,,NA,NA,1,2,12.79,,,,,,81,,300,10,0.4,41,0,0,0.13,0.2,0.01,0.17,0,0,0,1.3,0,0.06,0,0,,0,0.02,,,,,,
387,43.51328056,102.2265361,Medicine Root III,NA,1999,H,NA,7/9/99,12:40pm,"1'10""/9'2""",,,NA,NA,1.8,9.2,20.19,,,,,,61,,278,2,0.5,35,0,0.35,0.3,0.29,0.012,0.24,0,0,0,6.05,0.004,0.26,0,0,0,0,0.03,,,,,,
389,43.51328056,102.2265361,Medicine Root III,NA,2000,H,NA,,,,,,,,,,,,,,,,65,,300,8,0.5,48,0,0.33,0.29,0.33,0.008,0.2,0,0,0,4,0,0.2,0,0,0,0,0.024,,,,,,
390,43.51328056,102.2265361,Medicine Root III,NA,2000,L,NA,,,,,,,,,,,,,,,,78,,296,10,0.5,48,0.29,0,0.07,0.07,0.008,0,0,0,0,0.47,0,0.02,0,0,0,0,0.015,,,,,,
391,43.51328056,102.2265361,Medicine Root III,NA,2004,H,NA,,,,,,,,,,,,,,,,81,,300,8.6,0.52,32,0,0,0.06,0.09,0.007,0.14,0,0,0,1.2,0.002,0.07,0,0,0,0,0,,,,,,
958,43.51328056,102.2265361,Medicine Root III,NA,2005,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,0.51,,,210,8.2,0.44,74,0.41,,0.56,0.64,,0.33,0.02,,0.02,22,0.014,,,0.01,,,0.06,,,,,,
978,43.51328056,102.2265361,Medicine Root III,NA,2010,L,NA,4/19/10,12:40pm,NA,NA,NA,12.9,55.3,8.58,605.5,12.96,NA,,180,55,11,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,361,6,<6,25,
979,43.51328056,102.2265361,Medicine Root III,NA,2010,H,NA,5/27/10,11:00am,NA,NA,NA,18.9,66,8.62,635.2,5.76,5.6,NA,170,56,7,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,>2419.6,130,nd,120,
980,43.51328056,102.2265361,Medicine Root III,NA,2010,H,NA,6/3/10,12:17pm,NA,NA,NA,18.2,64.8,8.25,598.6,6.77,72,NA,140,47,6,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,>2419.6,270,nd,120,
981,43.51328056,102.2265361,Medicine Root III,NA,2010,H,NA,7/13/10,10:00am,NA,NA,NA,20.7,69.3,8.43,599.6,7.85,26,NA,140,47,5,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461,>2419.6,540,nd,49,
982,43.51328056,102.2265361,Medicine Root III,NA,2010,L,NA,9/22/10,9:27am,NA,NA,NA,17.9,64.2,7.45,530.6,7.48,17.5,NA,140,46,5,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,>2419.6,190,nd,100,
951,43.52777778,101.9241667,Bear in the Lodge USGS3,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,43.54055556,101.7969444,Bear in the Lodge USGS2,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,43.54779722,102.1381278,Red Water Creek,NA,1993,H,NA,6/10/93,NA,"6""/---",0.5,,27.5,81.5,9.01,640,,,,,,,125,,314,6,0.28,32,0,0,0.184,0.23,0.007,0.14,0,0,0,0.76,0,0.02,0,0,0.002,0,0.05,,,,,,
527,43.54779722,102.1381278,Red Water Creek,NA,1993,L,NA,12/10/93,NA,"1'6""/2'",1.5,2,0,32,8.43,,10.44,22.9,,,,,139,,382,10,0.35,39,0,0,0.077,0.13,0,0.13,0,0.008,0,1.63,0,0.02,0,0,0,0.0035,0.15,,,,,,
529,43.54779722,102.1381278,Red Water Creek,NA,1994,H,NA,8/25/94,NA,"9""/2'",0.8,2,23,73.4,8.9,550,10.73,12.33,,,,,171,,386,26,0.36,35,0.1,0,0.065,0.085,0.006,0,0.006,,0,0.3,0,0,0.0026,,,,0.07,,,,,,
530,43.54779722,102.1381278,Red Water Creek,NA,1995,H,NA,6/15/95,11:57am,"10""/1'",0.8,1,NA,NA,,,,2,,,,,142,,388,8,0.41,52,0,0,0.205,0.215,0.009,0.07,0,,0,0.37,0,0.03,0.0009,,,,0.03,,,,,,
531,43.54779722,102.1381278,Red Water Creek,NA,1995,L,NA,10/3/95,1:30pm,"8""/9'",0.7,9,10.77,51.386,8.47,892,11.89,6.7,,,,,156,,384,15,0.29,37,0,0,0.073,0.08,0.005,0.11,0,,0,0.2,0,0,0,,,,0,,,,,,
532,43.54779722,102.1381278,Red Water Creek,NA,1996,H,NA,6/18/96,10:49am,"9.5""/5'6""",0.8,5.5,20.18,68.324,9.84,874,1.5,4.8,,,,,169,,410,7,0.4,29,0,0,0.12,0.15,0.01,0.103,0,,0,0.16,0,0,0,,,,0.015,,,,,,
534,43.54779722,102.1381278,Red Water Creek,NA,1997,H,NA,6/16/97,12:59pm,"2'/4'7""",2,4.6,23.01,73.418,8.91,862,4.71,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,43.54779722,102.1381278,Red Water Creek,NA,1997,L,NA,10/6/97,12:56pm,1'/3',1,3,15.71,60.278,9.61,836,6.78,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,43.54779722,102.1381278,Red Water Creek,NA,1998,H,NA,NA,NA,,,,,,,,,,,,,,170,,390,13,0.39,39,0,0,0.13,0.2,0.017,0.1,0,0,0,1.7,0,0.07,0,0,,0,0,,,,,,
538,43.54779722,102.1381278,Red Water Creek,NA,1999,H,NA,7/9/99,11:52am,"9'2""/2'10""",0.8,2.9,21.52,70.736,8.45,781,12.69,5,,,,,132,,370,10,0.5,40,0,0,0.25,0.27,0.014,0.12,0,0,0,0.25,0,0.01,0,0,0,0,0,,,,,,
539,43.54779722,102.1381278,Red Water Creek,NA,1999,L,NA,12/15/99,11:19am,"1'4""/3'4""",1.3,3.4,-0.1,31.82,6.53,830,1.93,25.7,,,,,166,,442,11,0.4,52,0,0.18,0.21,0.26,0.013,0.16,0,0,0,1.47,0,0.09,0,0,0,0,0.007,,,,,,
541,43.54779722,102.1381278,Red Water Creek,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,160,,406,15,0.5,46,0,0.27,0.25,0.3,0.011,0,0,0,0,2.4,0,0.12,0,0,0,0,0.015,,,,,,
542,43.54779722,102.1381278,Red Water Creek,NA,2004,H,NA,NA,NA,,,,,,,,,,,,,,157,,400,9.3,0.51,27,0,0,0.08,0.12,0.01,0.1,0,0,0,0.47,0,0.04,0,0,0,0,0,,,,,,
765,43.54779722,102.1381278,Red Water Creek,NA,2006,H,NA,4/12/06,11:53am,NA,1,1.9,17.9,64.238,8.21,720,9.52,13,nd,75,27,2,150,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,nd,29,
766,43.54779722,102.1381278,Red Water Creek,NA,2006,H,NA,5/25/06,12:34pm,NA,0.6,2.2,25.6,77.99,8.5,710,7.24,7,nd,65,24,1,160,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,2,12,
767,43.54779722,102.1381278,Red Water Creek,NA,2006,H,NA,6/29/06,1:15pm,NA,0.5,2.2,30.9,87.584,8.4,710.3,4.91,15,nd,64,23,1,140,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,3,44,
988,43.54779722,102.1381278,Red Water Creek,NA,2010,L,NA,4/19/10,11:18am,NA,NA,NA,16.2,61.2,8.53,787.4,17.12,23.8,NA,75,27,2,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,>2419.6,36,<6,13,
