Sort,Latitude,Longitude,Sample Sites,Flow (cfs),Year,High_Low,Notes,DATE,TIME,D'/W',Depth(ft),Width(ft),Temp_C,Temp_F,pH,COND.,DO,TURB.,NH3,Hardness,Ca,Mg,Na,K,Alk,CI,FI,S,Nate,Nite,OP,TP,As,Ba,Cr,Cd,Cu,Fe,Pb,Mn,Hg,Ni,Se,Ag,Zn,E_Coli,Total_Coli,Fecal_Coli,BOD,TSS,
266,43.12984444,101.7324167,Little White River II,NA,1995,L,NA,10/10/95,11:00am,"2'/23'8""",2,23.7,8.93,48.074,8.06,381,8.66,61.9,,,,,33,,114,7,0.36,41,0.33,0.01,0.357,0.375,0,0.13,0,,0,2.2,0,0.05,0,,,,0.05,,,,,,
267,43.12984444,101.7324167,Little White River II,NA,1996,H,date = e,5/13/96,,,,,,,,,,,,,,,52,,210,6,0.5,47,0.36,0.03,0.41,0.41,0.01,0.164,0,,0,2.38,0,0.17,0.0002,,,,0.038,,,,,,
268,43.12984444,101.7324167,Little White River II,NA,2000,L,NA,,,,,,,,,,,,,,,,24,,92,4,0.3,28,0.4,0,0.3,0.3,0,0.083,0,,0,1.39,0,0.05,0,,,,0.038,,,,,,
269,43.12984444,101.7324167,Little White River II,NA,1997,H,NA,6/9/97,10:25am,"1'8""/20'2""",1.8,20.2,19.54,67.172,7.97,668,4.34,117,,,,,61,,235,5,0.48,87,0.4,0.4,0.55,0.72,0.012,0.2,0,0,0,3.7,0.005,0.24,0,0,,0,0.02,,,,,,
270,43.12984444,101.7324167,Little White River II,NA,1997,H,NA,7/11/97,12:36pm,"2'4""/18'5""",2.3,18.5,21.95,71.51,8.42,495,3.41,31.4,,,,,17,,92,1,0.34,19,0.41,0.41,0.31,0.37,0.005,0.09,0,0.0025,0,1.1,0.006,0.06,0,0,,0,0.06,,,,,,
271,43.12984444,101.7324167,Little White River II,NA,1998,H,NA,,,,,,,,,,,,,,,,43,,180,7.3,0.53,62,0.05,0.05,0.29,0.41,0.009,0.1,0,0,0,1.4,0,0.09,0,0,,0,0,,,,,,
273,43.12984444,101.7324167,Little White River II,NA,1999,H,NA,8/12/99,12:30pm,"1'13""/20'2""",1.3,20.2,21.95,71.51,8.63,328,10.57,26.3,,,,,25,,122,9,0.5,38,0,0,0.33,0.43,0.008,0.08,0,0,0,1.14,0,0.08,0,0,0,0,0,,,,,,
275,43.12984444,101.7324167,Little White River II,NA,2000,H,NA,,,,,,,,,,,,,,,,67,,266,9,0.6,88,0,0.1,0.31,0.33,0.011,0.1,0,0,0,2.6,0,0.14,0,0,0,0,0.015,,,,,,
276,43.12984444,101.7324167,Little White River II,NA,2000,L,NA,,,,,,,,,,,,,,,,13,,82,2,0.3,24,0.88,0,0.3,0.3,0,0,0,0,0,0.49,0,0.02,0,0,0,0,0.013,,,,,,
934,43.12984444,101.7324167,Little White River II,NA,2009,H,NA,5/27/09,9:27am,NA,NA,NA,11,51.8,7.93,323.8,4.95,46.7,nd,100,31,6,,,,,,,nd,,,0.43,,,,,,,,,,,,,,659,>2419.6,640,nd,18,
935,43.12984444,101.7324167,Little White River II,NA,2009,H,NA,6/30/09,10:20am,NA,NA,NA,11.1,52,7.64,350.2,4.78,64.6,nd,100,32,6,,,,,,,0.5,,,0.6,,,,,,,,,,,,,,792,>2419.6,700,2,120,
936,43.12984444,101.7324167,Little White River II,NA,2009,H,NA,7/22/09,9:15am,NA,NA,NA,11.8,53.2,7.24,360.2,5.67,53,nd,81,26,4,,,,,,,0.4,,,0.45,,,,,,,,,,,,,,378,>2419.6,410,nd,100,
937,43.12984444,101.7324167,Little White River II,NA,2009,H,NA,8/20/09,9:40am,NA,NA,NA,15.6,60,7.93,244.7,4.96,58.6,nd,81,26,4,,,,,,,0.3,,,0.41,,,,,,,,,,,,,,378,>2419.6,490,2,78,
938,43.12984444,101.7324167,Little White River II,NA,2009,H,NA,9/22/09,8:47am,NA,NA,NA,14.4,58,7.92,275,5.02,52.6,nd,150,46,7,,,,,,,0.2,,,0.36,,,,,,,,,,,,,,689,>2419.6,930,3,27,
690,43.14328889,102.3580778,Wounded Knee II,NA,1993,H,NA,5/4/93,9:35am,"1'8""/7'2""",1.7,7.2,11,51.8,8.32,261,11.2,30.6,,,,,16,,168,2,0.39,0,0,0,0.27,0.28,0,0.183,0,0.009,0,2.63,0,0.15,0.0009,0,0,0,0.07,,,,,,
691,43.14328889,102.3580778,Wounded Knee II,NA,1993,L,NA,11/17/93,NA,"1'10""/6'",1.7,6,1.5,34.7,8.39,213,1.75,5.59,,,,,15,,186,7,0.37,16,0,0,0.05,0.055,0,0.13,0,0.011,0,0.17,0,0,0,0,0,0,0.09,,,,,,
692,43.14328889,102.3580778,Wounded Knee II,NA,1994,H,NA,6/1/94,11:35am,"1'8""/7'5""",1.7,7.5,18,64.4,8.68,358,12.57,,,,,,13,,164,12,0.34,4,0.13,0,0.15,0.194,0,0.11,0,,0,2.3,0,0.13,0,,,,0.48,,,,,,
693,43.14328889,102.3580778,Wounded Knee II,NA,1994,L,NA,NA,NA,,,,,,,,,,,,,,17,,174,18,0.35,12,0.25,0,0.09,0.102,0,0,0.006,,0,0.24,0,0.1,0.0005,,,,0.13,,,,,,
694,43.14328889,102.3580778,Wounded Knee II,NA,1995,H,NA,5/4/95,12:00pm,"1.4""/6'",1.3,6,9.4,48.92,8.71,43.4,9.14,187,,,,,17,,192,5,0.42,20,0,0,0.11,0.126,0,0.178,0,,0,0.62,0,0.05,0.0003,,,,0.01,,,,,,
695,43.14328889,102.3580778,Wounded Knee II,NA,1995,L,NA,NA,NA,,,,,,,,,,,,,,16,,184,7,0.35,16,0,0,0.253,0.28,0,0.15,0,,0,0.36,0,0,0,,,,0.011,,,,,,
696,43.14328889,102.3580778,Wounded Knee II,NA,1996,H,NA,5/22/96,9:55am,"1'1""/6'1""",1.1,6.1,16.23,61.214,9.63,478,7.1,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,43.14328889,102.3580778,Wounded Knee II,NA,1996,L,NA,9/17/96,10:00am,"3'2""/8'9""",3.2,8.8,14.68,58.424,9.98,432,1.37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,43.14328889,102.3580778,Wounded Knee II,NA,1997,H,NA,6/5/97,9:14am,"4'3""/11'3""",4.3,11.3,19.51,67.118,7.94,475,3.14,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,43.14328889,102.3580778,Wounded Knee II,NA,1997,L,NA,9/25/97,12:11pm,"2'6""/7'",2.5,7,12.1,53.78,8.86,478,4.74,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,43.14328889,102.3580778,Wounded Knee II,NA,1999,H,NA,6/29/99,2:27pm,3'/9',3,9,19.81,67.658,8.27,467,10.52,12.1,,,,,22,,206,6,0.77,30,0,0.1,0.42,0.5,0.006,0.14,0,0,0,0.72,0,0.04,0,0,0,0,0,,,,,,
705,43.14328889,102.3580778,Wounded Knee II,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,17,,198,2,0.5,31,0.17,0,0.08,0.09,0,0.1,0,0,0,0.2,0,0.02,0,0,0,0,0.007,,,,,,
706,43.14328889,102.3580778,Wounded Knee II,NA,2004,H,NA,NA,NA,,,,,,,,,,,,,,,,190,3.6,0.57,12,0,0,0.1,0.13,0,0.13,0,0,0,0.24,0,0.03,0,0,0,0,0,,,,,,
769,43.14328889,102.3580778,Wounded Knee II,NA,2006,H,NA,5/11/06,10:38am,NA,2.5,7.5,10.2,50.342,8.16,275.7,9.99,11,nd,180,61,7,19,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,nd,22,
857,43.14328889,102.3580778,Wounded Knee II,NA,2008,H,NA,6/30/08,NA,NA,NA,NA,NA,NA,7.78,NA,NA,0.74,nd,159,54,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,>2419.6,NA,nd,nd,
858,43.14328889,102.3580778,Wounded Knee II,dry,2008,H,NA,7/21/08,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
859,43.14328889,102.3580778,Wounded Knee II,NA,2008,H,NA,8/13/08,10:07am,NA,NA,NA,18,64.4,7.81,332.8,6.02,meter,nd,130,44,5,NA,NA,NA,NA,NA,NA,nd,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,>2419.6,180,nd,10,
860,43.14328889,102.3580778,Wounded Knee II,NA,2008,L,NA,10/20/08,11:45am,NA,NA,NA,8.1,46.5,8.14,375.7,7.59,37.1,nd,151,51,6,NA,NA,NA,NA,NA,NA,nd,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,,24,nd,nd,
975,43.14328889,102.3580778,Wounded Knee II,NA,2005,L,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,170,3.2,0.46,13,0.24,,0.1,0.12,,0.11,,,,0.43,,0.02,,,,,,,,,,64000,
1081,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,5/25/11,11:00am,NA,NA,NA,12.8,55.1,8.61,480.8,7.14,NA,NA,200,67,8,31,11,,7,,35,0.5,,0.18,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,>2419.6,,<3,200,
1082,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,6/23/11,10:35am,NA,NA,NA,14.4,57.9,8.23,544.2,,NA,NA,190,62,8,27,13,,7,,22,0.3,,0.24,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,>2419.6,,<3,15000,
1083,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,7/28/11,11:09am,NA,NA,NA,13.9,57,8.57,493.2,,NA,NA,180,60,6,17,12,,8,,17,0.3,,0.15,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,2420,,<3,220,
1084,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,8/18/11,11:40am,NA,NA,NA,19.4,67,8.47,383.5,,NA,NA,160,52,7,17,10,,5,,12,0.2,,0.18,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,>2419.6,,<3,70,
1085,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,9/8/11,9:38am,NA,NA,NA,13.7,56.6,8.45,462.9,5.58,NA,NA,160,53,7,16,9,,4,,9,0.2,,0.26,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,>2419.6,,3,95,
1086,43.14328889,102.3580778,Wounded Knee II,NA,2011,,NA,10/18/11,10:10am,NA,NA,NA,5.4,41.7,8.48,395.6,11.32,NA,NA,140,47,6,15,10,,6,,13,0.4,,0.14,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,>2419.6,,nd,2900,
1261,43.14328889,102.3580778,Wounded Knee II,dry,2008,L,NA,9/10/08,9:40am,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
1262,43.14328889,102.3580778,Wounded Knee II,dry,2008,H,NA,7/21/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
277,43.176225,101.4946167,Little White River III,NA,1993,H,NA,5/24/93,12:00pm,"1'2""/13'",1.2,13,21.2,70.16,8.18,155,6.53,,,,,,34,,164,4,0.45,41,0.26,0,0.435,0.708,0.011,0.189,0,0.012,0.01,4.7,0.005,0.15,0.0039,0.007,0,0,5,,,,,,
278,43.176225,101.4946167,Little White River III,NA,1993,L,NA,12/1/93,11:20am,"1'7""/10'11""",1.6,10.9,1.9,35.42,7.99,192,12.38,36.8,,,,,26,,142,5,0.44,30,0.25,0,0.248,0.265,0,0.09,0,0.008,0,0.63,0,0.03,0,0,0.002,0.11,0.08,,,,,,
279,43.176225,101.4946167,Little White River III,NA,1994,H,NA,5/24/94,3:00pm,"2'/12'5""",2,12.5,21.8,71.24,8.38,8,6.52,126.8,,,,,39,,190,13,0.52,56,0,0,0.229,0.31,0,0.18,0.006,,0.006,2.46,0,0.13,0,,,,0.08,,,,,,
280,43.176225,101.4946167,Little White River III,NA,1994,L,NA,,,,,,,,,,,,,,,,25,,150,17,0.36,41,0.32,0,0.43,0.45,0.022,0.18,0.014,,0,0.45,0,0.13,0.0005,,,,0.1,,,,,,
281,43.176225,101.4946167,Little White River III,NA,1995,H,date = e,5/12/95,,,,,NA,NA,,,,,,,,,4,,38,3,0.19,5,0,0,0.13,0.21,0,0,0,,0,0.17,0,0,0.0005,,,,0.05,,,,,,
282,43.176225,101.4946167,Little White River III,NA,1995,L,NA,10/18/95,12:08pm,1'/21',1,21,9.62,49.316,8.28,508,8.36,12.1,,,,,25,,156,5,0.54,23,0.5,0,0.282,0.302,0.01,0.16,0,,0,4.1,0,0.13,0.0003,,,,0.03,,,,,,
283,43.176225,101.4946167,Little White River III,NA,1996,H,NA,5/31/96,11:12am,"4'3""/29'3""",4,29.3,14.67,58.406,9.43,425,7,105.3,,,,,35,,150,5,0.5,35,2.4,0,0.38,0.45,0.007,0.176,0.005,,0.011,3.93,0.004,0.17,0,,,,0.055,,,,,,
284,43.176225,101.4946167,Little White River III,NA,1996,L,NA,10/10/96,12:30pm,2'/---,2,,11.46,52.628,10.28,365,1.65,7,,,,,83,,130,3,0.4,25,0,0,0.44,0.46,0.009,0.203,0.01,,0.011,5.3,0.004,0.17,0,,,,0.086,,,,,,
286,43.176225,101.4946167,Little White River III,NA,1997,H,NA,9/10/97,11:30am,"1'2""/18'",1.2,18,18.86,65.948,8.84,481,3.27,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,43.176225,101.4946167,Little White River III,NA,2000,L,NA,,,,,,,,,,,,,,,,17,,124,3,0.4,29,0,0.6,0.31,0.32,0,0,0.04,0,0,0.98,0,0.05,0,0.03,0,0,0.008,,,,,,
939,43.176225,101.4946167,Little White River III,NA,2009,H,NA,5/27/09,8:30am,NA,NA,NA,11.3,52.3,8.23,481.3,6.04,42.2,nd,160,51,8,,,,,,,0.2,,,0.37,,,,,,,,,,,,,,201,>2419.6,190,nd,54,
940,43.176225,101.4946167,Little White River III,NA,2009,H,NA,6/30/09,11:00am,NA,NA,NA,11.8,53.2,7.86,465.4,6.22,68.1,nd,130,41,7,,,,,,,0.3,,,0.52,,,,,,,,,,,,,,659,>2419.6,770,2,120,
941,43.176225,101.4946167,Little White River III,NA,2009,H,NA,7/22/09,8:30am,NA,NA,NA,12.2,54,7.67,463.7,6.23,67.9,nd,120,40,6,,,,,,,0.2,,,0.66,,,,,,,,,,,,,,260,>2419.6,370,3,110,
942,43.176225,101.4946167,Little White River III,NA,2009,H,NA,8/20/09,8:35am,NA,NA,NA,14.6,58.3,8.02,414.3,6.32,49,nd,150,47,8,,,,,,,0.2,,,0.36,,,,,,,,,,,,,,689,>2419.6,840,3,45,
943,43.176225,101.4946167,Little White River III,NA,2009,H,NA,9/22/09,8:00am,NA,NA,NA,14.2,57.5,7.89,355.4,6.54,50,nd,73,24,3,,,,,,,0.2,,,0.3,,,,,,,,,,,,,,135,>2419.6,140,nd,39,
955,43.176225,101.4946167,Little White River III,NA,2003,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,130,2.8,0.41,17,0.27,,0.23,0.31,0.006,0.1,,,,1.7,,0.05,,,,,,,,,,,
575,43.20444167,102.7979972,White Clay Creek III,NA,1993,H,NA,6/9/93,NA,"1'6""/---",1.5,,13,55.4,8.14,520,1.61,,,,,,74,,292,10,0.35,63,0,0,0.36,0.365,0,0.156,0,0.009,0,0.62,0,0.07,0.0012,0,0,0,0.05,,,,,,
576,43.20444167,102.7979972,White Clay Creek III,NA,1993,L,NA,11/17/93,NA,"4.2""/12'",0.3,12,0.5,32.9,8.6,381,10.71,3.47,,,,,65,,294,21,0.36,17,0,0,0.15,0.2,0,0.13,0,0.007,0,0.08,0,0.03,0,0,0,0,0.3,,,,,,
577,43.20444167,102.7979972,White Clay Creek III,NA,1994,H,NA,NA,NA,,,,,,,,,,,,,,184,,482,50,0.44,128,0,0,0.164,0.204,0.007,0.22,0,,0,0.73,0.005,0.27,0,,,,2.18,,,,,,
579,43.20444167,102.7979972,White Clay Creek III,NA,1995,H,NA,5/25/95,1:45pm,"1'/7'3""",1,7.3,14.1,57.38,8.76,140.6,9.28,0.7,,,,,152,,430,44,0.57,201,0,0,0.33,0.338,0.017,0.14,0,,0,0.65,0,0.03,0.0009,,,,0.01,,,,,,
580,43.20444167,102.7979972,White Clay Creek III,NA,1995,L,NA,9/28/95,12:40pm,1'/7',1,7,11.23,52.214,8.24,741,8.75,13.8,,,,,69,,274,14,0.4,66,0,0,0.08,0.095,0,0.18,0,,0,0.31,0,0.03,0.002,,,,0.02,,,,,,
581,43.20444167,102.7979972,White Clay Creek III,NA,1996,H,NA,5/16/96,2:29pm,"2'5""/8'5""",2.4,8.4,21.27,70.286,9.23,670,7.4,3.98,,,,,61,,280,9,0.04,45,0,0,0.13,0.14,0.007,0.206,0.011,,0,0.21,0,0.1,0.0003,,,,0.015,,,,,,
582,43.20444167,102.7979972,White Clay Creek III,NA,1996,L,NA,9/30/96,10:44am,"1'5""/7'6""",1.4,7.5,9.8,49.64,10.3,847,1.84,9.5,,,,,84,,317,19,0.4,61,0,0,0.08,0.1,0.006,0.469,0,,0.013,0.5,0,0.05,0.0002,,,,0.045,,,,,,
583,43.20444167,102.7979972,White Clay Creek III,NA,1997,H,NA,6/27/97,9:55am,"3'3""/20'",3.3,20,19.8,67.64,7.4,560,2.68,5.2,,,,,56,,240,4,0.38,32,0,0,0.15,0.16,0.006,0.2,0,0,0,0.24,0,0.06,0.0003,0,,0,0,,,,,,
584,43.20444167,102.7979972,White Clay Creek III,NA,1997,L,NA,10/1/97,1:20pm,"1'6""/7'8""",1.5,7.7,12.88,55.184,8.99,607,4.65,19.4,,,,,63,,242,11,0.38,48,0,0,0.08,0.09,0.005,0.16,0,0,0,0.64,0,0.07,0,0,,0,0,,,,,,
585,43.20444167,102.7979972,White Clay Creek III,NA,1998,H,NA,NA,NA,,,,,,,,,,,,,,57,,277,15,0.43,51,0,0,0.06,0.07,0.007,0.2,0,0,0,0.54,0,0.08,0,0,,0,0,,,,,,
587,43.20444167,102.7979972,White Clay Creek III,NA,1999,H,NA,8/17/99,11:29am,"7""/5'",0.6,5,19.15,66.47,7.86,602,9.93,25.2,,,,,58,,262,11,0.5,46,0,0,0.18,0.2,0.006,0.19,0,0,0,1.21,0,0.12,0,0,0,0,0,,,,,,
589,43.20444167,102.7979972,White Clay Creek III,NA,2000,H,NA,NA,NA,,,,,,,,,,,,,,71,,250,17,0.5,100,0,0,0.06,0.07,0.006,0,0,0,0,0.08,0,0,0,0,0,0,0.042,,,,,,
590,43.20444167,102.7979972,White Clay Creek III,NA,2000,L,NA,NA,NA,,,,,,,,,,,,,,53,,264,14,0.5,70,0,0,0.07,0.08,0.006,0.5,0.03,0,0.05,42.6,0,0.86,0,0.03,0,0,0.15,,,,,,
886,43.20444167,102.7979972,White Clay Creek III,NA,2009,H,NA,5/18/09,9:30am,NA,NA,NA,16,60.8,7.87,520.3,7.46,50.2,,380,111,24,,,,,,,,,,0.08,,,,,,,,,,,,,,961,>2419.6,480,nd,nd,
887,43.20444167,102.7979972,White Clay Creek III,NA,2009,H,NA,6/11/09,11:20am,NA,NA,NA,15.4,59.8,8.02,360.7,7.38,52,,370,108,25,,,,,,,,,,0.13,,,,,,,,,,,,,,152,914,120,nd,nd,
888,43.20444167,102.7979972,White Clay Creek III,NA,2009,H,NA,7/16/09,10:40am,NA,NA,NA,16.1,61,7.93,504.2,7.54,39.3,,210,64,13,,,,,,,,,,0.8,,,,,,,,,,,,,,153,>2419.6,200,3,31,
966,43.20444167,102.7979972,White Clay Creek III,NA,2004,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,300,18,0.39,,,,0.05,0.06,0.007,0.1,,,,0.06,,,,,,,,,,,,4500,
1007,43.20444167,102.7979972,White Clay Creek III,NA,2009,H,NA,8/17/09,10:15am,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
1008,43.20444167,102.7979972,White Clay Creek III,NA,2009,L,NA,9/3/09,10:25am,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
1052,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,5/11/11,10:40am,NA,NA,NA,13.8,56.9,8.58,564.9,9.34,NA,NA,190,55,12,57,15,,16,,40,0.05,,0.05,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,961,,<3,70,
1053,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,6/29/11,11:30am,NA,NA,NA,15,59,8.2,412.7,NA,NA,NA,190,58,11,57,15,,15,,41,0.05,,0.04,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,1300,,<3,37,
1054,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,7/27/11,12:25pm,NA,NA,NA,15.7,60.2,8.34,580.2,NA,NA,NA,170,51,11,56,21,,21,,29,0.3,,0.24,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,>2419.6,,<3,32,
1055,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,8/30/11,11:00am,NA,NA,NA,19.9,67.9,8.31,424.2,NA,NA,NA,160,48,10,50,13,,12,,35,0.05,,0.11,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194,>2419.6,,nd,8,
1056,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,9/22/11,11:47am,NA,NA,NA,9.7,49.4,8.57,592.3,8.42,NA,NA,160,48,11,49,15,,13,,29,0.05,,0.18,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>2419.6,>2419.6,,<3,110,
1268,43.20444167,102.7979972,White Clay Creek III,NA,2011,,NA,10/25/11,11:30am,NA,NA,NA,7.2,45,8.62,594.7,7.45,NA,NA,200,60,12,53,13,,12,,35,0.05,,0.06,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,2420,,<3,2100,
49,43.25686111,101.6949944,Bear Creek III,NA,1993,H,NA,6/30/93,10:15am,"1'2""/6""",1.2,6,19,66.2,7.65,543,9.85,,,,,,58,,231,5,0.46,33,0.3,0.021,0.246,0.579,0.04,0.16,0.0007,0.024,0.011,9.2,0.006,0.41,0.0015,0.007,0,0,0.08,,,,,,
50,43.25686111,101.6949944,Bear Creek III,NA,1993,L,NA,11/30/93,11:25am,"2'9""/7'",2.8,7,NA,NA,7.6,290,13.64,10.84,,,,,50,,250,4,0.44,24,0,0,0.114,0.181,0,0.14,0,0.006,0,0.22,0,0,0,0,0.002,0.14,0.05,,,,,,
51,43.25686111,101.6949944,Bear Creek III,NA,1994,H,NA,6/16/94,1:05pm,"3'11""/10'7""",3.9,10.8,17.5,63.5,8.24,140,7.1,,,,,,54,,262,12,0.52,29,0,0,0.176,0.254,0.007,0.21,0,,0.005,2.85,0,0.18,0,,,,0.07,,,,,,
52,43.25686111,101.6949944,Bear Creek III,NA,1994,L,NA,,,,,,,,,,,,,,,,52,,234,14,0.46,40,0.21,0,0.544,0.801,0.099,0.51,0.032,,0.016,1.24,0.013,0.64,0.004,,,,0.13,,,,,,
53,43.25686111,101.6949944,Bear Creek III,NA,1995,H,NA,6/6/95,12:00pm,,,,19.5,67.1,8.42,58.4,5.54,25.3,,,,,59,,252,5,0.47,47,0.22,0.073,0.235,0.263,0.047,1.48,0,,0.009,8.77,0,0.44,0.0012,,,,0.004,,,,,,
54,43.25686111,101.6949944,Bear Creek III,NA,1995,L,NA,10/10/95,12.06pm,"1'/18'8""",1,8.8,9.24,48.632,8.18,599,8.47,57.5,,,,,55,,234,9,0.47,38,0,0,0.27,0.284,0,0.22,0,,0,1.9,0,0.06,0.0004,,,,0.06,,,,,,
55,43.25686111,101.6949944,Bear Creek III,NA,1996,H,NA,6/12/96,12:49pm,"1'9""/14'8""",1.9,14.7,23.04,73.472,8.65,567,9.5,147.9,,,,,47,,250,4,0.5,25,0.2,0.08,0.33,0.41,0.011,0.263,0.007,,0.012,6.6,0.005,0.28,0,,,,0.07,,,,,,
56,43.25686111,101.6949944,Bear Creek III,NA,1996,L,NA,10/1/96,1:27pm,"1'4""/13'",1.3,13,14.87,58.766,10.4,588,13.4,58.2,,,,,71,,232,5,0.4,41,0,0,0.14,0.18,0.01,0.309,0.012,,0.01,2.47,0,0.11,0,,,,0.038,,,,,,
58,43.25686111,101.6949944,Bear Creek III,NA,1997,L,NA,9/22/97,12:23pm,"4""/3'2""",0.3,3.2,11.01,51.818,8.38,879,4.3,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,43.25686111,101.6949944,Bear Creek III,NA,1998,H,NA,,,,,,,,,,,,,,,,53,,250,4.7,0.5,37,0,0,0.16,0.22,0.01,0.2,0,0,0,2.1,0,0.13,0,0,,0,0,,,,,,
64,43.25686111,101.6949944,Bear Creek III,NA,2000,L,NA,,,,,,,,,,,,,,,,42,,234,8,0.5,31,0,0.19,0.11,0.12,0.007,0,0,0,0,0.57,0,0.02,0,0,0,0,0.009,,,,,,
773,43.25686111,101.6949944,Bear Creek III,NA,2007,H,NA,5/24/07,10:55am,NA,,,15,59.072,8.22,420,5.01,200,nd,140,46,6.1,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,4,81,
788,43.25686111,101.6949944,Bear Creek III,NA,2008,H,NA,6/17/08,12:09pm,NA,NA,NA,20.3,68.45,8.05,489,18.43,112,nd,142,47,6,NA,NA,NA,NA,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,670,nd,260,
789,43.25686111,101.6949944,Bear Creek III,NA,2008,H,NA,7/15/08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nd,134,45,5,NA,NA,NA,NA,NA,NA,0.5,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,>2419.6,,nd,250,
790,43.25686111,101.6949944,Bear Creek III,NA,2008,H,NA,8/14/08,10:40am,NA,NA,NA,20.3,68.5,8.27,499.4,7.73,meter,nd,139,47,5,NA,NA,NA,NA,NA,NA,0.4,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,>2419.6,670,nd,190,
