date,name,sta_id,year,month,prcp
2017-08-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,5
2017-08-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,5
2017-08-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,348
2017-08-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,15
2017-08-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,53
2017-08-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,5
2017-08-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,15
2017-08-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,0
2017-08-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,36
2017-08-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,8,30
2017-07-31,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,18
2017-07-30,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-29,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,84
2017-07-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-24,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-23,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,3
2017-07-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,71
2017-07-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,13
2017-07-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,15
2017-07-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,48
2017-07-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,15
2017-07-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-07-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,5
2017-07-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,7,0
2017-06-30,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-29,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,23
2017-06-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,25
2017-06-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,51
2017-06-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-24,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-23,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,13
2017-06-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,3
2017-06-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,10
2017-06-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,315
2017-06-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,5
2017-06-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-06-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,6,0
2017-05-31,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-30,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-29,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,5
2017-05-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,13
2017-05-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-24,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-23,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,10
2017-05-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,3
2017-05-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,53
2017-05-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,3
2017-05-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,33
2017-05-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,43
2017-05-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,20
2017-05-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,48
2017-05-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,3
2017-05-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,13
2017-05-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,46
2017-05-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-05-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,3
2017-05-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,5,0
2017-04-30,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-29,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,84
2017-04-24,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-23,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,51
2017-04-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,5
2017-04-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,15
2017-04-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,231
2017-04-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,3
2017-04-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-04-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,48
2017-04-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,13
2017-04-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,4,0
2017-03-31,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-30,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-29,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,76
2017-03-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,13
2017-03-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-24,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-23,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-22,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-21,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,30
2017-03-20,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,8
2017-03-19,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-18,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-17,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-16,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-15,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-14,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-13,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-12,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-11,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-10,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,8
2017-03-09,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-08,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-07,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-06,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-05,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-04,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-03,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-02,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-03-01,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,3,0
2017-02-28,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,2,0
2017-02-27,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,2,0
2017-02-26,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,2,0
2017-02-25,"RAPID CITY REGIONAL AIRPORT, SD US",USW00024090,2017,2,3
